inventory_id,uniprot_accession,gene_symbol,resource_annotation_status,inventory_status,source_url,payload
CYT_P02778,P02778,CXCL10,reviewed,resource_annotated_candidate,https://www.uniprot.org/uniprotkb/P02778,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""CXL10_HUMAN"",""gene_aliases"":""CXCL10 INP10 SCYB10"",""gene_symbol"":""CXCL10"",""go_ids"":""GO:0005576; GO:0006935; GO:0006954; GO:0007166; GO:0007186; GO:0007189; GO:0007267; GO:0007517; GO:0008009; GO:0008015; GO:0008201; GO:0008284; GO:0008603; GO:0009897; GO:0010332; GO:0010818; GO:0010819; GO:0010996; GO:0016525; GO:0030593; GO:0033280; GO:0034605; GO:0042056; GO:0042118; GO:0042127; GO:0042981; GO:0045236; GO:0045944; GO:0048248; GO:0051281; GO:0070098; GO:0071222; GO:0090026; GO:0097398; GO:0098586; GO:0140374; GO:1901509; GO:2000406"",""inventory_id"":""CYT_P02778"",""inventory_status"":""resource_annotated_candidate"",""keyword_ids"":""KW-0002; KW-0145; KW-0164; KW-0202; KW-0903; KW-1015; KW-0395; KW-1267; KW-1185; KW-0964; KW-0732"",""protein_names"":""C-X-C motif chemokine 10 (10 kDa interferon gamma-induced protein) (Gamma-IP10) (IP-10) (Small-inducible cytokine B10) [Cleaved into: CXCL10(1-73)]"",""query_id"":""CYTINV_REVIEWED"",""resource_annotation_status"":""reviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_reviewed.tsv"",""snapshot_sha256"":""27e647ab7eec68643294c2c8815bf8109612fb0196fd4861053951913a888d6c"",""source_url"":""https://www.uniprot.org/uniprotkb/P02778"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""P02778""}"
CYT_P04141,P04141,CSF2,reviewed,resource_annotated_candidate,https://www.uniprot.org/uniprotkb/P04141,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""CSF2_HUMAN"",""gene_aliases"":""CSF2 GMCSF"",""gene_symbol"":""CSF2"",""go_ids"":""GO:0001821; GO:0005125; GO:0005129; GO:0005576; GO:0005886; GO:0006955; GO:0007259; GO:0008083; GO:0008284; GO:0010628; GO:0010744; GO:0030099; GO:0030225; GO:0030335; GO:0030526; GO:0032747; GO:0034021; GO:0034405; GO:0038157; GO:0042045; GO:0043011; GO:0045187; GO:0045892; GO:0070665; GO:0071222; GO:0071803; GO:0097011; GO:0097028; GO:0097696; GO:2001240"",""inventory_id"":""CYT_P04141"",""inventory_status"":""resource_annotated_candidate"",""keyword_ids"":""KW-0002; KW-0202; KW-1015; KW-0325; KW-0339; KW-0582; KW-1267; KW-1185; KW-0964; KW-0732"",""protein_names"":""Granulocyte-macrophage colony-stimulating factor (GM-CSF) (Colony-stimulating factor) (CSF) (Molgramostin) (Sargramostim)"",""query_id"":""CYTINV_REVIEWED"",""resource_annotation_status"":""reviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_reviewed.tsv"",""snapshot_sha256"":""27e647ab7eec68643294c2c8815bf8109612fb0196fd4861053951913a888d6c"",""source_url"":""https://www.uniprot.org/uniprotkb/P04141"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""P04141""}"
CYT_P04628,P04628,WNT1,reviewed,resource_annotated_candidate,https://www.uniprot.org/uniprotkb/P04628,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""WNT1_HUMAN"",""gene_aliases"":""WNT1 INT1"",""gene_symbol"":""WNT1"",""go_ids"":""GO:0000578; GO:0005109; GO:0005125; GO:0005576; GO:0005737; GO:0005788; GO:0005796; GO:0005886; GO:0007267; GO:0008284; GO:0009611; GO:0009986; GO:0010592; GO:0010812; GO:0016015; GO:0016055; GO:0019904; GO:0021551; GO:0021588; GO:0022408; GO:0030182; GO:0030514; GO:0030666; GO:0030901; GO:0033278; GO:0036520; GO:0042770; GO:0043066; GO:0043568; GO:0045165; GO:0045599; GO:0045747; GO:0045893; GO:0048018; GO:0048146; GO:0060061; GO:0060070; GO:0060348; GO:0061184; GO:0070062; GO:1903377; GO:1904948; GO:1990403; GO:2000773"",""inventory_id"":""CYT_P04628"",""inventory_status"":""resource_annotated_candidate"",""keyword_ids"":""KW-0217; KW-0225; KW-1015; KW-0272; KW-0325; KW-0449; KW-1065; KW-1285; KW-1267; KW-0656; KW-1185; KW-0964; KW-0732; KW-0879"",""protein_names"":""Proto-oncogene Wnt-1 (Proto-oncogene Int-1 homolog)"",""query_id"":""CYTINV_REVIEWED"",""resource_annotation_status"":""reviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_reviewed.tsv"",""snapshot_sha256"":""27e647ab7eec68643294c2c8815bf8109612fb0196fd4861053951913a888d6c"",""source_url"":""https://www.uniprot.org/uniprotkb/P04628"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""P04628""}"
CYT_P05000,P05000,IFNW1,reviewed,resource_annotated_candidate,https://www.uniprot.org/uniprotkb/P05000,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""IFNW1_HUMAN"",""gene_aliases"":""IFNW1"",""gene_symbol"":""IFNW1"",""go_ids"":""GO:0002250; GO:0002286; GO:0002312; GO:0002323; GO:0005125; GO:0005126; GO:0005132; GO:0005576; GO:0006959; GO:0009615; GO:0043235; GO:0043330; GO:0051726; GO:0060337; GO:0098586"",""inventory_id"":""CYT_P05000"",""inventory_status"":""resource_annotated_candidate"",""keyword_ids"":""KW-0002; KW-0051; KW-0202; KW-0903; KW-1015; KW-0325; KW-1267; KW-1185; KW-0964; KW-0732"",""protein_names"":""Interferon omega-1 (Interferon alpha-II-1)"",""query_id"":""CYTINV_REVIEWED"",""resource_annotation_status"":""reviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_reviewed.tsv"",""snapshot_sha256"":""27e647ab7eec68643294c2c8815bf8109612fb0196fd4861053951913a888d6c"",""source_url"":""https://www.uniprot.org/uniprotkb/P05000"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""P05000""}"
CYT_P05013,P05013,IFNA6,reviewed,resource_annotated_candidate,https://www.uniprot.org/uniprotkb/P05013,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""IFNA6_HUMAN"",""gene_aliases"":""IFNA6"",""gene_symbol"":""IFNA6"",""go_ids"":""GO:0002250; GO:0002286; GO:0002312; GO:0002323; GO:0005125; GO:0005132; GO:0005576; GO:0006959; GO:0043330; GO:0060337; GO:0098586"",""inventory_id"":""CYT_P05013"",""inventory_status"":""resource_annotated_candidate"",""keyword_ids"":""KW-0051; KW-0202; KW-0903; KW-1015; KW-1267; KW-1185; KW-0964; KW-0732"",""protein_names"":""Interferon alpha-6 (IFN-alpha-6) (Interferon alpha-54) (Interferon alpha-K) (LeIF K)"",""query_id"":""CYTINV_REVIEWED"",""resource_annotation_status"":""reviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_reviewed.tsv"",""snapshot_sha256"":""27e647ab7eec68643294c2c8815bf8109612fb0196fd4861053951913a888d6c"",""source_url"":""https://www.uniprot.org/uniprotkb/P05013"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""P05013""}"
CYT_P05014,P05014,IFNA4,reviewed,resource_annotated_candidate,https://www.uniprot.org/uniprotkb/P05014,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""IFNA4_HUMAN"",""gene_aliases"":""IFNA4"",""gene_symbol"":""IFNA4"",""go_ids"":""GO:0002250; GO:0002286; GO:0002312; GO:0002323; GO:0005125; GO:0005132; GO:0005576; GO:0006959; GO:0009615; GO:0043330; GO:0060337; GO:0098586"",""inventory_id"":""CYT_P05014"",""inventory_status"":""resource_annotated_candidate"",""keyword_ids"":""KW-0051; KW-0202; KW-0903; KW-1015; KW-1267; KW-1185; KW-0964; KW-0732"",""protein_names"":""Interferon alpha-4 (IFN-alpha-4) (Interferon alpha-4B) (Interferon alpha-76) (Interferon alpha-M1)"",""query_id"":""CYTINV_REVIEWED"",""resource_annotation_status"":""reviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_reviewed.tsv"",""snapshot_sha256"":""27e647ab7eec68643294c2c8815bf8109612fb0196fd4861053951913a888d6c"",""source_url"":""https://www.uniprot.org/uniprotkb/P05014"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""P05014""}"
CYT_P05015,P05015,IFNA16,reviewed,resource_annotated_candidate,https://www.uniprot.org/uniprotkb/P05015,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""IFN16_HUMAN"",""gene_aliases"":""IFNA16"",""gene_symbol"":""IFNA16"",""go_ids"":""GO:0002250; GO:0002286; GO:0002312; GO:0002323; GO:0005125; GO:0005132; GO:0005576; GO:0006959; GO:0043330; GO:0060337; GO:0098586"",""inventory_id"":""CYT_P05015"",""inventory_status"":""resource_annotated_candidate"",""keyword_ids"":""KW-0051; KW-0202; KW-1015; KW-1267; KW-1185; KW-0964; KW-0732"",""protein_names"":""Interferon alpha-16 (IFN-alpha-16) (Interferon alpha-WA)"",""query_id"":""CYTINV_REVIEWED"",""resource_annotation_status"":""reviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_reviewed.tsv"",""snapshot_sha256"":""27e647ab7eec68643294c2c8815bf8109612fb0196fd4861053951913a888d6c"",""source_url"":""https://www.uniprot.org/uniprotkb/P05015"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""P05015""}"
CYT_P05111,P05111,INHA,reviewed,resource_annotated_candidate,https://www.uniprot.org/uniprotkb/P05111,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""INHA_HUMAN"",""gene_aliases"":""INHA"",""gene_symbol"":""INHA"",""go_ids"":""GO:0001501; GO:0001541; GO:0001750; GO:0001917; GO:0005102; GO:0005125; GO:0005179; GO:0005576; GO:0005886; GO:0007165; GO:0007166; GO:0007178; GO:0007267; GO:0008083; GO:0008584; GO:0030154; GO:0030218; GO:0032689; GO:0032926; GO:0034673; GO:0034711; GO:0042127; GO:0042326; GO:0042541; GO:0043025; GO:0043512; GO:0043513; GO:0044877; GO:0045578; GO:0045650; GO:0045786; GO:0046881; GO:0046882; GO:0051726"",""inventory_id"":""CYT_P05111"",""inventory_status"":""resource_annotated_candidate"",""keyword_ids"":""KW-0165; KW-0903; KW-1015; KW-0325; KW-0339; KW-0372; KW-1267; KW-1185; KW-0964; KW-0732"",""protein_names"":""Inhibin alpha chain"",""query_id"":""CYTINV_REVIEWED"",""resource_annotation_status"":""reviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_reviewed.tsv"",""snapshot_sha256"":""27e647ab7eec68643294c2c8815bf8109612fb0196fd4861053951913a888d6c"",""source_url"":""https://www.uniprot.org/uniprotkb/P05111"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""P05111""}"
CYT_P05112,P05112,IL4,reviewed,resource_annotated_candidate,https://www.uniprot.org/uniprotkb/P05112,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""IL4_HUMAN"",""gene_aliases"":""IL4"",""gene_symbol"":""IL4"",""go_ids"":""GO:0000122; GO:0005125; GO:0005136; GO:0005576; GO:0006955; GO:0007259; GO:0008083; GO:0008203; GO:0008284; GO:0010628; GO:0010633; GO:0016239; GO:0016516; GO:0030183; GO:0030335; GO:0030890; GO:0032720; GO:0032733; GO:0032736; GO:0035771; GO:0042092; GO:0042102; GO:0042110; GO:0042116; GO:0042531; GO:0043011; GO:0043066; GO:0045191; GO:0045348; GO:0045582; GO:0045671; GO:0045892; GO:0045893; GO:0045944; GO:0048260; GO:0048295; GO:0048304; GO:0050728; GO:0050776; GO:0097028; GO:0120162; GO:0150076; GO:0150079; GO:1900223; GO:1901857; GO:1902107; GO:1903660; GO:1903845; GO:2000352; GO:2000553; GO:2001171"",""inventory_id"":""CYT_P05112"",""inventory_status"":""resource_annotated_candidate"",""keyword_ids"":""KW-0002; KW-0025; KW-0075; KW-0202; KW-0903; KW-1015; KW-0325; KW-0339; KW-1267; KW-1185; KW-0964; KW-0732"",""protein_names"":""Interleukin-4 (IL-4) (B-cell stimulatory factor 1) (BSF-1) (Binetrakin) (Lymphocyte stimulatory factor 1) (Pitrakinra)"",""query_id"":""CYTINV_REVIEWED"",""resource_annotation_status"":""reviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_reviewed.tsv"",""snapshot_sha256"":""27e647ab7eec68643294c2c8815bf8109612fb0196fd4861053951913a888d6c"",""source_url"":""https://www.uniprot.org/uniprotkb/P05112"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""P05112""}"
CYT_P05113,P05113,IL5,reviewed,resource_annotated_candidate,https://www.uniprot.org/uniprotkb/P05113,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""IL5_HUMAN"",""gene_aliases"":""IL5"",""gene_symbol"":""IL5"",""go_ids"":""GO:0002639; GO:0005125; GO:0005137; GO:0005576; GO:0005886; GO:0005895; GO:0006954; GO:0006955; GO:0007259; GO:0008083; GO:0030890; GO:0038043; GO:0045645; GO:0045944; GO:0046427; GO:0071803"",""inventory_id"":""CYT_P05113"",""inventory_status"":""resource_annotated_candidate"",""keyword_ids"":""KW-0002; KW-0025; KW-0202; KW-0903; KW-1015; KW-0325; KW-0339; KW-1185; KW-0964; KW-0732"",""protein_names"":""Interleukin-5 (IL-5) (B-cell differentiation factor I) (Eosinophil differentiation factor) (T-cell replacing factor) (TRF)"",""query_id"":""CYTINV_REVIEWED"",""resource_annotation_status"":""reviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_reviewed.tsv"",""snapshot_sha256"":""27e647ab7eec68643294c2c8815bf8109612fb0196fd4861053951913a888d6c"",""source_url"":""https://www.uniprot.org/uniprotkb/P05113"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""P05113""}"
CYT_P05231,P05231,IL6,reviewed,resource_annotated_candidate,https://www.uniprot.org/uniprotkb/P05231,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""IL6_HUMAN"",""gene_aliases"":""IL6 IFNB2"",""gene_symbol"":""IL6"",""go_ids"":""GO:0001781; GO:0001960; GO:0002314; GO:0002384; GO:0002446; GO:0002548; GO:0002639; GO:0002675; GO:0002690; GO:0005125; GO:0005138; GO:0005576; GO:0005788; GO:0005886; GO:0005896; GO:0006953; GO:0006954; GO:0006959; GO:0007259; GO:0008083; GO:0008284; GO:0008285; GO:0010573; GO:0010574; GO:0010575; GO:0010628; GO:0010718; GO:0010888; GO:0014823; GO:0019221; GO:0030168; GO:0031018; GO:0031175; GO:0032494; GO:0032682; GO:0032722; GO:0032731; GO:0032733; GO:0032740; GO:0032745; GO:0032755; GO:0032757; GO:0032760; GO:0032966; GO:0033138; GO:0035425; GO:0035633; GO:0038001; GO:0042102; GO:0042593; GO:0042802; GO:0043065; GO:0043066; GO:0043410; GO:0045599; GO:0045669; GO:0045727; GO:0045765; GO:0045779; GO:0045893; GO:0045944; GO:0046427; GO:0048661; GO:0050731; GO:0050768; GO:0050796; GO:0050829; GO:0050830; GO:0050871; GO:0051384; GO:0051607; GO:0060252; GO:0061470; GO:0061888; GO:0070050; GO:0070091; GO:0070092; GO:0070102; GO:0070301; GO:0070345; GO:0071222; GO:0072540; GO:0072574; GO:0090091; GO:0090594; GO:0097421; GO:0097696; GO:0098586; GO:0150077; GO:0150078; GO:1900017; GO:1901731; GO:1902512; GO:1902895; GO:1903978; GO:1904894; GO:1904996; GO:2000553; GO:2000635; GO:2000660; GO:2000676"",""inventory_id"":""CYT_P05231"",""inventory_status"":""resource_annotated_candidate"",""keyword_ids"":""KW-0002; KW-0011; KW-0202; KW-0903; KW-1015; KW-0325; KW-0339; KW-0597; KW-1267; KW-1185; KW-0964; KW-0732"",""protein_names"":""Interleukin-6 (IL-6) (B-cell stimulatory factor 2) (BSF-2) (CTL differentiation factor) (CDF) (Hybridoma growth factor) (Interferon beta-2) (IFN-beta-2)"",""query_id"":""CYTINV_REVIEWED"",""resource_annotation_status"":""reviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_reviewed.tsv"",""snapshot_sha256"":""27e647ab7eec68643294c2c8815bf8109612fb0196fd4861053951913a888d6c"",""source_url"":""https://www.uniprot.org/uniprotkb/P05231"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""P05231""}"
CYT_P05305,P05305,EDN1,reviewed,resource_annotated_candidate,https://www.uniprot.org/uniprotkb/P05305,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""EDN1_HUMAN"",""gene_aliases"":""EDN1"",""gene_symbol"":""EDN1"",""go_ids"":""GO:0000122; GO:0001821; GO:0001975; GO:0003015; GO:0003094; GO:0003100; GO:0003253; GO:0003357; GO:0005125; GO:0005179; GO:0005576; GO:0005737; GO:0006366; GO:0006874; GO:0007005; GO:0007166; GO:0007186; GO:0007204; GO:0007267; GO:0008284; GO:0010193; GO:0010460; GO:0010595; GO:0010613; GO:0010629; GO:0014034; GO:0014823; GO:0014824; GO:0014826; GO:0019229; GO:0019722; GO:0023019; GO:0030072; GO:0030133; GO:0030185; GO:0030195; GO:0030335; GO:0030878; GO:0031394; GO:0031707; GO:0031708; GO:0032308; GO:0032496; GO:0033093; GO:0033574; GO:0034392; GO:0034696; GO:0035050; GO:0035094; GO:0035994; GO:0042045; GO:0042310; GO:0042482; GO:0042554; GO:0043200; GO:0043410; GO:0043491; GO:0044321; GO:0044751; GO:0045178; GO:0045321; GO:0045429; GO:0045793; GO:0045840; GO:0045944; GO:0045987; GO:0046330; GO:0046887; GO:0046888; GO:0048237; GO:0048661; GO:0048675; GO:0050850; GO:0051248; GO:0051899; GO:0060070; GO:0060137; GO:0060298; GO:0060385; GO:0061051; GO:0061626; GO:0070101; GO:0070294; GO:0070301; GO:0070371; GO:0070588; GO:0071277; GO:0071346; GO:0071347; GO:0071356; GO:0071372; GO:0071373; GO:0071385; GO:0071389; GO:0071398; GO:0071456; GO:0071466; GO:0071526; GO:0071548; GO:0071560; GO:0072011; GO:0072112; GO:0086100; GO:0090023; GO:0097237; GO:0097492; GO:0141156; GO:0160195; GO:1900182; GO:1901224; GO:1902074; GO:1903537; GO:1904707; GO:1905653; GO:2001259"",""inventory_id"":""CYT_P05305"",""inventory_status"":""resource_annotated_candidate"",""keyword_ids"":""KW-0002; KW-0165; KW-0903; KW-0225; KW-1015; KW-1267; KW-1185; KW-0964; KW-0732; KW-0838; KW-0839"",""protein_names"":""Endothelin-1 (Preproendothelin-1) (PPET1) [Cleaved into: Endothelin-1 (ET-1); Big endothelin-1]"",""query_id"":""CYTINV_REVIEWED"",""resource_annotation_status"":""reviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_reviewed.tsv"",""snapshot_sha256"":""27e647ab7eec68643294c2c8815bf8109612fb0196fd4861053951913a888d6c"",""source_url"":""https://www.uniprot.org/uniprotkb/P05305"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""P05305""}"
CYT_P06744,P06744,GPI,reviewed,resource_annotated_candidate,https://www.uniprot.org/uniprotkb/P06744,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""G6PI_HUMAN"",""gene_aliases"":""GPI"",""gene_symbol"":""GPI"",""go_ids"":""GO:0002639; GO:0004347; GO:0005576; GO:0005737; GO:0005829; GO:0005975; GO:0006002; GO:0006094; GO:0006096; GO:0006959; GO:0007599; GO:0007611; GO:0010595; GO:0016020; GO:0016857; GO:0031625; GO:0032355; GO:0032570; GO:0033574; GO:0034774; GO:0035902; GO:0035994; GO:0043066; GO:0046686; GO:0047938; GO:0048029; GO:0051156; GO:0060170; GO:0061621; GO:0070062; GO:0097367; GO:1904813"",""inventory_id"":""CYT_P06744"",""inventory_status"":""resource_annotated_candidate"",""keyword_ids"":""KW-0002; KW-0007; KW-0025; KW-0202; KW-0963; KW-0903; KW-0225; KW-0312; KW-0324; KW-0339; KW-0360; KW-0379; KW-0413; KW-0597; KW-1267; KW-1185; KW-0964; KW-0832"",""protein_names"":""Glucose-6-phosphate isomerase (GPI) (EC 5.3.1.9) (Autocrine motility factor) (AMF) (D-hexose-6-phosphate anomerase) (Glucose-6-phosphate C2-epimerase) (EC 5.1.3.-) (Neuroleukin) (NLK) (Phosphoglucose isomerase) (PGI) (Phosphohexose isomerase) (PHI) (Sperm antigen 36) (SA-36)"",""query_id"":""CYTINV_REVIEWED"",""resource_annotation_status"":""reviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_reviewed.tsv"",""snapshot_sha256"":""27e647ab7eec68643294c2c8815bf8109612fb0196fd4861053951913a888d6c"",""source_url"":""https://www.uniprot.org/uniprotkb/P06744"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""P06744""}"
CYT_P08476,P08476,INHBA,reviewed,resource_annotated_candidate,https://www.uniprot.org/uniprotkb/P08476,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""INHBA_HUMAN"",""gene_aliases"":""INHBA"",""gene_symbol"":""INHBA"",""go_ids"":""GO:0001541; GO:0001942; GO:0002244; GO:0005125; GO:0005179; GO:0005576; GO:0005886; GO:0006357; GO:0006914; GO:0006952; GO:0007166; GO:0007178; GO:0007267; GO:0007399; GO:0008083; GO:0008285; GO:0008584; GO:0010628; GO:0017046; GO:0019221; GO:0021773; GO:0030154; GO:0030218; GO:0030308; GO:0032689; GO:0032924; GO:0032926; GO:0032967; GO:0035987; GO:0042326; GO:0042476; GO:0042541; GO:0042701; GO:0042802; GO:0043509; GO:0043512; GO:0044877; GO:0045578; GO:0045648; GO:0045650; GO:0045893; GO:0045944; GO:0045945; GO:0046880; GO:0046881; GO:0046882; GO:0048471; GO:0051247; GO:0060021; GO:0060279; GO:0060391; GO:0060395; GO:0060936; GO:0061029; GO:0070374; GO:0070699; GO:0071372; GO:0071397; GO:0071456; GO:0090650; GO:0097154; GO:0097191; GO:1904044; GO:1904385; GO:2000134; GO:2001241"",""inventory_id"":""CYT_P08476"",""inventory_status"":""resource_annotated_candidate"",""keyword_ids"":""KW-0002; KW-0165; KW-1015; KW-0325; KW-0339; KW-0372; KW-1267; KW-1185; KW-0964; KW-0732"",""protein_names"":""Inhibin beta A chain (Activin beta-A chain) (Erythroid differentiation protein) (EDF)"",""query_id"":""CYTINV_REVIEWED"",""resource_annotation_status"":""reviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_reviewed.tsv"",""snapshot_sha256"":""27e647ab7eec68643294c2c8815bf8109612fb0196fd4861053951913a888d6c"",""source_url"":""https://www.uniprot.org/uniprotkb/P08476"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""P08476""}"
CYT_P08700,P08700,IL3,reviewed,resource_annotated_candidate,https://www.uniprot.org/uniprotkb/P08700,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""IL3_HUMAN"",""gene_aliases"":""IL3"",""gene_symbol"":""IL3"",""go_ids"":""GO:0005125; GO:0005135; GO:0005576; GO:0005894; GO:0006955; GO:0007267; GO:0007399; GO:0008083; GO:0008284; GO:0035162; GO:0038156; GO:0097696"",""inventory_id"":""CYT_P08700"",""inventory_status"":""resource_annotated_candidate"",""keyword_ids"":""KW-0002; KW-0202; KW-1015; KW-0325; KW-0339; KW-1185; KW-0964; KW-0732"",""protein_names"":""Interleukin-3 (IL-3) (Hematopoietic growth factor) (Mast cell growth factor) (MCGF) (Multipotential colony-stimulating factor) (P-cell-stimulating factor)"",""query_id"":""CYTINV_REVIEWED"",""resource_annotation_status"":""reviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_reviewed.tsv"",""snapshot_sha256"":""27e647ab7eec68643294c2c8815bf8109612fb0196fd4861053951913a888d6c"",""source_url"":""https://www.uniprot.org/uniprotkb/P08700"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""P08700""}"
CYT_P09038,P09038,FGF2,reviewed,resource_annotated_candidate,https://www.uniprot.org/uniprotkb/P09038,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""FGF2_HUMAN"",""gene_aliases"":""FGF2 FGFB"",""gene_symbol"":""FGF2"",""go_ids"":""GO:0001658; GO:0001938; GO:0002042; GO:0005104; GO:0005125; GO:0005178; GO:0005576; GO:0005634; GO:0005654; GO:0005737; GO:0006935; GO:0007165; GO:0007265; GO:0007399; GO:0008083; GO:0008284; GO:0008543; GO:0009792; GO:0009887; GO:0010595; GO:0010629; GO:0010764; GO:0014843; GO:0016604; GO:0019956; GO:0022008; GO:0030214; GO:0030334; GO:0038001; GO:0040037; GO:0042056; GO:0042060; GO:0042660; GO:0042802; GO:0043406; GO:0043410; GO:0043536; GO:0043537; GO:0045765; GO:0045766; GO:0045944; GO:0048149; GO:0048598; GO:0048864; GO:0051209; GO:0051897; GO:0060045; GO:0060591; GO:0060978; GO:0061045; GO:0062072; GO:0070374; GO:0071260; GO:0072089; GO:0090049; GO:0090050; GO:0090722; GO:1902748; GO:1902895; GO:1903377; GO:1903587; GO:1903672; GO:1904567; GO:1904707; GO:1905278; GO:1905555; GO:1905564; GO:2000544; GO:2000546; GO:2000573; GO:2001028"",""inventory_id"":""CYT_P09038"",""inventory_status"":""resource_annotated_candidate"",""keyword_ids"":""KW-0002; KW-0024; KW-0037; KW-0217; KW-0221; KW-0903; KW-0339; KW-0358; KW-1017; KW-0488; KW-0497; KW-0539; KW-0597; KW-1267; KW-1185; KW-0964; KW-0832"",""protein_names"":""Fibroblast growth factor 2 (FGF-2) (Basic fibroblast growth factor) (bFGF) (Heparin-binding growth factor 2) (HBGF-2)"",""query_id"":""CYTINV_REVIEWED"",""resource_annotation_status"":""reviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_reviewed.tsv"",""snapshot_sha256"":""27e647ab7eec68643294c2c8815bf8109612fb0196fd4861053951913a888d6c"",""source_url"":""https://www.uniprot.org/uniprotkb/P09038"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""P09038""}"
