inventory_id,uniprot_accession,gene_symbol,resource_annotation_status,inventory_status,source_url,payload
CYT_A0A0C4DGW8,A0A0C4DGW8,IFNL3,unreviewed,unreviewed_discovery_candidate,https://www.uniprot.org/uniprotkb/A0A0C4DGW8,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""A0A0C4DGW8_HUMAN"",""gene_aliases"":""IFNL3"",""gene_symbol"":""IFNL3"",""go_ids"":""GO:0005125; GO:0005576; GO:0007259; GO:0050778; GO:0051607"",""inventory_id"":""CYT_A0A0C4DGW8"",""inventory_status"":""unreviewed_discovery_candidate"",""keyword_ids"":""KW-0051; KW-0202; KW-1015; KW-1185; KW-0964; KW-0732"",""protein_names"":""Interferon lambda 3"",""query_id"":""CYTINV_UNREVIEWED"",""resource_annotation_status"":""unreviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv"",""snapshot_sha256"":""51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852"",""source_url"":""https://www.uniprot.org/uniprotkb/A0A0C4DGW8"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""A0A0C4DGW8""}"
CYT_A0A0C4DGX3,A0A0C4DGX3,EDA,unreviewed,unreviewed_discovery_candidate,https://www.uniprot.org/uniprotkb/A0A0C4DGX3,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""A0A0C4DGX3_HUMAN"",""gene_aliases"":""EDA"",""gene_symbol"":""EDA"",""go_ids"":""GO:0005164; GO:0005576; GO:0005886; GO:0006955; GO:0007154; GO:0023052; GO:0042475; GO:0043123; GO:1901222"",""inventory_id"":""CYT_A0A0C4DGX3"",""inventory_status"":""unreviewed_discovery_candidate"",""keyword_ids"":""KW-1003; KW-0165; KW-0176; KW-0202; KW-0217; KW-0221; KW-1015; KW-0325; KW-0472; KW-1267; KW-1185; KW-0964; KW-0735; KW-0812; KW-1133"",""protein_names"":""Ectodysplasin-A"",""query_id"":""CYTINV_UNREVIEWED"",""resource_annotation_status"":""unreviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv"",""snapshot_sha256"":""51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852"",""source_url"":""https://www.uniprot.org/uniprotkb/A0A0C4DGX3"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""A0A0C4DGX3""}"
CYT_A0A0G2JHD4,A0A0G2JHD4,LTA,unreviewed,unreviewed_discovery_candidate,https://www.uniprot.org/uniprotkb/A0A0G2JHD4,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""A0A0G2JHD4_HUMAN"",""gene_aliases"":""LTA"",""gene_symbol"":""LTA"",""go_ids"":"""",""inventory_id"":""CYT_A0A0G2JHD4"",""inventory_status"":""unreviewed_discovery_candidate"",""keyword_ids"":""KW-0202; KW-0325; KW-0472; KW-1267; KW-1185; KW-0964; KW-0732"",""protein_names"":""Lymphotoxin-alpha (LT-alpha) (TNF-beta) (Tumor necrosis factor ligand superfamily member 1)"",""query_id"":""CYTINV_UNREVIEWED"",""resource_annotation_status"":""unreviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv"",""snapshot_sha256"":""51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852"",""source_url"":""https://www.uniprot.org/uniprotkb/A0A0G2JHD4"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""A0A0G2JHD4""}"
CYT_A0A0H3VB22,A0A0H3VB22,FASLG,unreviewed,unreviewed_discovery_candidate,https://www.uniprot.org/uniprotkb/A0A0H3VB22,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""A0A0H3VB22_HUMAN"",""gene_aliases"":""FASLG"",""gene_symbol"":""FASLG"",""go_ids"":""GO:0005164; GO:0005576; GO:0005634; GO:0005886; GO:0006955; GO:0008625; GO:0043202; GO:0060205"",""inventory_id"":""CYT_A0A0H3VB22"",""inventory_status"":""unreviewed_discovery_candidate"",""keyword_ids"":""KW-0053; KW-1003; KW-0202; KW-0968; KW-1015; KW-0325; KW-0458; KW-0472; KW-0539; KW-0678; KW-0964; KW-0735; KW-0804; KW-0805; KW-0812; KW-1133; KW-0832"",""protein_names"":""Tumor necrosis factor ligand superfamily member 6 (CD95 ligand) (Fas antigen ligand)"",""query_id"":""CYTINV_UNREVIEWED"",""resource_annotation_status"":""unreviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv"",""snapshot_sha256"":""51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852"",""source_url"":""https://www.uniprot.org/uniprotkb/A0A0H3VB22"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""A0A0H3VB22""}"
CYT_A0A0J9YWH4,A0A0J9YWH4,CCL4L2,unreviewed,unreviewed_discovery_candidate,https://www.uniprot.org/uniprotkb/A0A0J9YWH4,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""A0A0J9YWH4_HUMAN"",""gene_aliases"":""CCL4L2"",""gene_symbol"":""CCL4L2"",""go_ids"":""GO:0005576; GO:0006955; GO:0008009"",""inventory_id"":""CYT_A0A0J9YWH4"",""inventory_status"":""unreviewed_discovery_candidate"",""keyword_ids"":""KW-0202; KW-1185; KW-0732"",""protein_names"":""C-C motif chemokine 4-like"",""query_id"":""CYTINV_UNREVIEWED"",""resource_annotation_status"":""unreviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv"",""snapshot_sha256"":""51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852"",""source_url"":""https://www.uniprot.org/uniprotkb/A0A0J9YWH4"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""A0A0J9YWH4""}"
CYT_A0A0U5EM55,A0A0U5EM55,TNLG6A,unreviewed,unreviewed_discovery_candidate,https://www.uniprot.org/uniprotkb/A0A0U5EM55,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""A0A0U5EM55_HUMAN"",""gene_aliases"":""TNLG6A"",""gene_symbol"":""TNLG6A"",""go_ids"":""GO:0005125; GO:0005164; GO:0005576; GO:0005886; GO:0006955; GO:2001238"",""inventory_id"":""CYT_A0A0U5EM55"",""inventory_status"":""unreviewed_discovery_candidate"",""keyword_ids"":""KW-0053; KW-1003; KW-0202; KW-0472; KW-0479; KW-0597; KW-0964; KW-0735; KW-0812; KW-1133; KW-0862"",""protein_names"":""Tumor necrosis factor ligand superfamily member"",""query_id"":""CYTINV_UNREVIEWED"",""resource_annotation_status"":""unreviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv"",""snapshot_sha256"":""51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852"",""source_url"":""https://www.uniprot.org/uniprotkb/A0A0U5EM55"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""A0A0U5EM55""}"
CYT_A0A0U5EM56,A0A0U5EM56,TNLG7B,unreviewed,unreviewed_discovery_candidate,https://www.uniprot.org/uniprotkb/A0A0U5EM56,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""A0A0U5EM56_HUMAN"",""gene_aliases"":""TNLG7B"",""gene_symbol"":""TNLG7B"",""go_ids"":""GO:0005164; GO:0005576; GO:0006955; GO:0007154; GO:0008284; GO:0016020; GO:0023052; GO:0048298"",""inventory_id"":""CYT_A0A0U5EM56"",""inventory_status"":""unreviewed_discovery_candidate"",""keyword_ids"":""KW-0165; KW-0202; KW-1015; KW-0325; KW-0391; KW-0472; KW-0964; KW-0812; KW-1133"",""protein_names"":""Tumor necrosis factor ligand superfamily member 13 (A proliferation-inducing ligand)"",""query_id"":""CYTINV_UNREVIEWED"",""resource_annotation_status"":""unreviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv"",""snapshot_sha256"":""51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852"",""source_url"":""https://www.uniprot.org/uniprotkb/A0A0U5EM56"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""A0A0U5EM56""}"
CYT_A0A0U5J4P8,A0A0U5J4P8,TNLG1D,unreviewed,unreviewed_discovery_candidate,https://www.uniprot.org/uniprotkb/A0A0U5J4P8,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""A0A0U5J4P8_HUMAN"",""gene_aliases"":""TNLG1D"",""gene_symbol"":""TNLG1D"",""go_ids"":""GO:0005164; GO:0006955; GO:0007154; GO:0016020; GO:0023052"",""inventory_id"":""CYT_A0A0U5J4P8"",""inventory_status"":""unreviewed_discovery_candidate"",""keyword_ids"":""KW-0202; KW-0472; KW-0812; KW-1133"",""protein_names"":""Tumor necrosis factor ligand 1D"",""query_id"":""CYTINV_UNREVIEWED"",""resource_annotation_status"":""unreviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv"",""snapshot_sha256"":""51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852"",""source_url"":""https://www.uniprot.org/uniprotkb/A0A0U5J4P8"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""A0A0U5J4P8""}"
CYT_A0A0U5J5F5,A0A0U5J5F5,TNLG4A,unreviewed,unreviewed_discovery_candidate,https://www.uniprot.org/uniprotkb/A0A0U5J5F5,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""A0A0U5J5F5_HUMAN"",""gene_aliases"":""TNLG4A hCG_1991317"",""gene_symbol"":""TNLG4A"",""go_ids"":""GO:0005164; GO:0005576; GO:0005886; GO:0006915; GO:0006955; GO:0007165"",""inventory_id"":""CYT_A0A0U5J5F5"",""inventory_status"":""unreviewed_discovery_candidate"",""keyword_ids"":""KW-0037; KW-0053; KW-1003; KW-0165; KW-0202; KW-0217; KW-0221; KW-1015; KW-0325; KW-0472; KW-0964; KW-0735; KW-0812; KW-1133"",""protein_names"":""Tumor necrosis factor ligand superfamily member 12 (TNF-related weak inducer of apoptosis)"",""query_id"":""CYTINV_UNREVIEWED"",""resource_annotation_status"":""unreviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv"",""snapshot_sha256"":""51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852"",""source_url"":""https://www.uniprot.org/uniprotkb/A0A0U5J5F5"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""A0A0U5J5F5""}"
CYT_A0A0U5J6H2,A0A0U5J6H2,TNLG1C,unreviewed,unreviewed_discovery_candidate,https://www.uniprot.org/uniprotkb/A0A0U5J6H2,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""A0A0U5J6H2_HUMAN"",""gene_aliases"":""TNLG1C"",""gene_symbol"":""TNLG1C"",""go_ids"":""GO:0005164; GO:0005886; GO:0006955; GO:0007154; GO:0023052"",""inventory_id"":""CYT_A0A0U5J6H2"",""inventory_status"":""unreviewed_discovery_candidate"",""keyword_ids"":""KW-0202; KW-0325; KW-0472; KW-0812; KW-1133"",""protein_names"":""Lymphotoxin-beta (Tumor necrosis factor C) (Tumor necrosis factor ligand superfamily member 3)"",""query_id"":""CYTINV_UNREVIEWED"",""resource_annotation_status"":""unreviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv"",""snapshot_sha256"":""51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852"",""source_url"":""https://www.uniprot.org/uniprotkb/A0A0U5J6H2"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""A0A0U5J6H2""}"
CYT_A0A0U5J797,A0A0U5J797,TNLG7C,unreviewed,unreviewed_discovery_candidate,https://www.uniprot.org/uniprotkb/A0A0U5J797,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""A0A0U5J797_HUMAN"",""gene_aliases"":""TNLG7C"",""gene_symbol"":""TNLG7C"",""go_ids"":""GO:0005164; GO:0005576; GO:0005886; GO:0006955; GO:0007154; GO:0023052; GO:0042475; GO:0043123; GO:1901222"",""inventory_id"":""CYT_A0A0U5J797"",""inventory_status"":""unreviewed_discovery_candidate"",""keyword_ids"":""KW-1003; KW-0165; KW-0176; KW-0202; KW-0217; KW-0221; KW-1015; KW-0325; KW-0472; KW-0964; KW-0735; KW-0812; KW-1133"",""protein_names"":""Ectodysplasin-A"",""query_id"":""CYTINV_UNREVIEWED"",""resource_annotation_status"":""unreviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv"",""snapshot_sha256"":""51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852"",""source_url"":""https://www.uniprot.org/uniprotkb/A0A0U5J797"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""A0A0U5J797""}"
CYT_A0A0U5J7Q1,A0A0U5J7Q1,TNLG7A,unreviewed,unreviewed_discovery_candidate,https://www.uniprot.org/uniprotkb/A0A0U5J7Q1,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""A0A0U5J7Q1_HUMAN"",""gene_aliases"":""TNLG7A"",""gene_symbol"":""TNLG7A"",""go_ids"":""GO:0005164; GO:0005576; GO:0005886; GO:0006955; GO:0010467; GO:0030183; GO:0033209; GO:0043588"",""inventory_id"":""CYT_A0A0U5J7Q1"",""inventory_status"":""unreviewed_discovery_candidate"",""keyword_ids"":""KW-0202; KW-1015; KW-0325; KW-0472; KW-0964; KW-0812; KW-1133"",""protein_names"":""Epididymis secretory sperm binding protein (Tumor necrosis factor ligand 7A)"",""query_id"":""CYTINV_UNREVIEWED"",""resource_annotation_status"":""unreviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv"",""snapshot_sha256"":""51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852"",""source_url"":""https://www.uniprot.org/uniprotkb/A0A0U5J7Q1"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""A0A0U5J7Q1""}"
CYT_A0A0U5J8I0,A0A0U5J8I0,TNLG5A,unreviewed,unreviewed_discovery_candidate,https://www.uniprot.org/uniprotkb/A0A0U5J8I0,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""A0A0U5J8I0_HUMAN"",""gene_aliases"":""TNLG5A TNFSF9 hCG_23042"",""gene_symbol"":""TNLG5A"",""go_ids"":""GO:0005164; GO:0006955; GO:0007154; GO:0016020; GO:0023052"",""inventory_id"":""CYT_A0A0U5J8I0"",""inventory_status"":""unreviewed_discovery_candidate"",""keyword_ids"":""KW-0202; KW-0472; KW-0812; KW-1133"",""protein_names"":""Tumor necrosis factor (Ligand) superfamily, member 9, isoform CRA_a (Tumor necrosis factor ligand 5A)"",""query_id"":""CYTINV_UNREVIEWED"",""resource_annotation_status"":""unreviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv"",""snapshot_sha256"":""51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852"",""source_url"":""https://www.uniprot.org/uniprotkb/A0A0U5J8I0"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""A0A0U5J8I0""}"
CYT_A0A0U5JA19,A0A0U5JA19,TNLG1B,unreviewed,unreviewed_discovery_candidate,https://www.uniprot.org/uniprotkb/A0A0U5JA19,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""A0A0U5JA19_HUMAN"",""gene_aliases"":""TNLG1B"",""gene_symbol"":""TNLG1B"",""go_ids"":""GO:0005164; GO:0006955; GO:0007154; GO:0016020; GO:0023052"",""inventory_id"":""CYT_A0A0U5JA19"",""inventory_status"":""unreviewed_discovery_candidate"",""keyword_ids"":""KW-0202; KW-1015; KW-0325; KW-0472; KW-0735; KW-0812; KW-1133"",""protein_names"":""Tumor necrosis factor ligand superfamily member 15 (TNF ligand-related molecule 1) (Vascular endothelial cell growth inhibitor)"",""query_id"":""CYTINV_UNREVIEWED"",""resource_annotation_status"":""unreviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv"",""snapshot_sha256"":""51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852"",""source_url"":""https://www.uniprot.org/uniprotkb/A0A0U5JA19"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""A0A0U5JA19""}"
CYT_A0A0U5JA32,A0A0U5JA32,TNLG8A,unreviewed,unreviewed_discovery_candidate,https://www.uniprot.org/uniprotkb/A0A0U5JA32,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""A0A0U5JA32_HUMAN"",""gene_aliases"":""TNLG8A"",""gene_symbol"":""TNLG8A"",""go_ids"":""GO:0005164; GO:0005886; GO:0006955; GO:0033209; GO:0042098; GO:0048018"",""inventory_id"":""CYT_A0A0U5JA32"",""inventory_status"":""unreviewed_discovery_candidate"",""keyword_ids"":""KW-1003; KW-0202; KW-1015; KW-0325; KW-0472; KW-0735; KW-0812; KW-1133"",""protein_names"":""CD70 antigen (CD27 ligand) (Tumor necrosis factor ligand superfamily member 7)"",""query_id"":""CYTINV_UNREVIEWED"",""resource_annotation_status"":""unreviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv"",""snapshot_sha256"":""51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852"",""source_url"":""https://www.uniprot.org/uniprotkb/A0A0U5JA32"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""A0A0U5JA32""}"
CYT_A0A0U5JXL4,A0A0U5JXL4,TNLG2A,unreviewed,unreviewed_discovery_candidate,https://www.uniprot.org/uniprotkb/A0A0U5JXL4,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""A0A0U5JXL4_HUMAN"",""gene_aliases"":""TNLG2A"",""gene_symbol"":""TNLG2A"",""go_ids"":""GO:0002309; GO:0002687; GO:0005164; GO:0005886; GO:0033209; GO:0042802; GO:0045785"",""inventory_id"":""CYT_A0A0U5JXL4"",""inventory_status"":""unreviewed_discovery_candidate"",""keyword_ids"":""KW-1064; KW-1003; KW-0202; KW-1015; KW-0325; KW-0391; KW-0472; KW-0735; KW-0812; KW-1133"",""protein_names"":""Tumor necrosis factor ligand superfamily member 18 (Glucocorticoid-induced TNF-related ligand)"",""query_id"":""CYTINV_UNREVIEWED"",""resource_annotation_status"":""unreviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv"",""snapshot_sha256"":""51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852"",""source_url"":""https://www.uniprot.org/uniprotkb/A0A0U5JXL4"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""A0A0U5JXL4""}"
CYT_A0A140T922,A0A140T922,TNF,unreviewed,unreviewed_discovery_candidate,https://www.uniprot.org/uniprotkb/A0A140T922,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""A0A140T922_HUMAN"",""gene_aliases"":""TNF"",""gene_symbol"":""TNF"",""go_ids"":""GO:0002700; GO:0005125; GO:0005164; GO:0005576; GO:0005886; GO:0010573; GO:0031349; GO:0033209; GO:0043123; GO:0045087; GO:0050678; GO:0050793; GO:0050804; GO:0051046; GO:0051239; GO:0097527; GO:1903829"",""inventory_id"":""CYT_A0A140T922"",""inventory_status"":""unreviewed_discovery_candidate"",""keyword_ids"":""KW-1003; KW-0202; KW-1015; KW-0449; KW-0472; KW-0519; KW-0597; KW-1267; KW-1185; KW-0964; KW-0735; KW-0812; KW-1133"",""protein_names"":""Tumor necrosis factor (TNF-a) (Cachectin) (TNF-alpha) (Tumor necrosis factor ligand superfamily member 2) [Cleaved into: Intracellular domain 1 (ICD1); Intracellular domain 2 (ICD2); C-domain 1; C-domain 2; Tumor necrosis factor, soluble form]"",""query_id"":""CYTINV_UNREVIEWED"",""resource_annotation_status"":""unreviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv"",""snapshot_sha256"":""51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852"",""source_url"":""https://www.uniprot.org/uniprotkb/A0A140T922"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""A0A140T922""}"
CYT_A0A1I9RI50,A0A1I9RI50,IL33,unreviewed,unreviewed_discovery_candidate,https://www.uniprot.org/uniprotkb/A0A1I9RI50,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""A0A1I9RI50_HUMAN"",""gene_aliases"":""IL33"",""gene_symbol"":""IL33"",""go_ids"":""GO:0005125; GO:0005576; GO:0005634; GO:0005694; GO:0030133; GO:0051240"",""inventory_id"":""CYT_A0A1I9RI50"",""inventory_status"":""unreviewed_discovery_candidate"",""keyword_ids"":""KW-0158; KW-0202; KW-0963; KW-0968; KW-0539; KW-0964; KW-0804"",""protein_names"":""Interleukin-33"",""query_id"":""CYTINV_UNREVIEWED"",""resource_annotation_status"":""unreviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv"",""snapshot_sha256"":""51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852"",""source_url"":""https://www.uniprot.org/uniprotkb/A0A1I9RI50"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""A0A1I9RI50""}"
CYT_A0A1I9RI51,A0A1I9RI51,IL33,unreviewed,unreviewed_discovery_candidate,https://www.uniprot.org/uniprotkb/A0A1I9RI51,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""A0A1I9RI51_HUMAN"",""gene_aliases"":""IL33"",""gene_symbol"":""IL33"",""go_ids"":""GO:0005125; GO:0005576; GO:0005634; GO:0005694; GO:0030133; GO:0051240"",""inventory_id"":""CYT_A0A1I9RI51"",""inventory_status"":""unreviewed_discovery_candidate"",""keyword_ids"":""KW-0158; KW-0202; KW-0963; KW-0968; KW-0539; KW-0964; KW-0804"",""protein_names"":""Interleukin-33"",""query_id"":""CYTINV_UNREVIEWED"",""resource_annotation_status"":""unreviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv"",""snapshot_sha256"":""51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852"",""source_url"":""https://www.uniprot.org/uniprotkb/A0A1I9RI51"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""A0A1I9RI51""}"
CYT_A0A224B028,A0A224B028,IL-21,unreviewed,unreviewed_discovery_candidate,https://www.uniprot.org/uniprotkb/A0A224B028,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""A0A224B028_HUMAN"",""gene_aliases"":""IL-21 IL21 hCG_38188"",""gene_symbol"":""IL-21"",""go_ids"":""GO:0001819; GO:0002314; GO:0002639; GO:0005126; GO:0005576; GO:0045954; GO:0051251; GO:0061470; GO:0098586"",""inventory_id"":""CYT_A0A224B028"",""inventory_status"":""unreviewed_discovery_candidate"",""keyword_ids"":""KW-0202; KW-1015; KW-0964; KW-0732"",""protein_names"":""Interleukin"",""query_id"":""CYTINV_UNREVIEWED"",""resource_annotation_status"":""unreviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv"",""snapshot_sha256"":""51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852"",""source_url"":""https://www.uniprot.org/uniprotkb/A0A224B028"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""A0A224B028""}"
CYT_A0A286YEX3,A0A286YEX3,IL10,unreviewed,unreviewed_discovery_candidate,https://www.uniprot.org/uniprotkb/A0A286YEX3,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""A0A286YEX3_HUMAN"",""gene_aliases"":""IL10"",""gene_symbol"":""IL10"",""go_ids"":""GO:0001817; GO:0005125; GO:0005576; GO:0006955"",""inventory_id"":""CYT_A0A286YEX3"",""inventory_status"":""unreviewed_discovery_candidate"",""keyword_ids"":""KW-0202; KW-1015; KW-1267; KW-1185; KW-0964; KW-0732"",""protein_names"":""Interleukin family protein"",""query_id"":""CYTINV_UNREVIEWED"",""resource_annotation_status"":""unreviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv"",""snapshot_sha256"":""51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852"",""source_url"":""https://www.uniprot.org/uniprotkb/A0A286YEX3"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""A0A286YEX3""}"
CYT_A0A2D3E5G9,A0A2D3E5G9,unavailable,unreviewed,unreviewed_discovery_candidate,https://www.uniprot.org/uniprotkb/A0A2D3E5G9,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""A0A2D3E5G9_HUMAN"",""gene_aliases"":"""",""gene_symbol"":""unavailable"",""go_ids"":""GO:0005126; GO:0005576; GO:0006952"",""inventory_id"":""CYT_A0A2D3E5G9"",""inventory_status"":""unreviewed_discovery_candidate"",""keyword_ids"":""KW-0051; KW-0202; KW-1015; KW-0964; KW-0732"",""protein_names"":""Interferon alpha 2b"",""query_id"":""CYTINV_UNREVIEWED"",""resource_annotation_status"":""unreviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv"",""snapshot_sha256"":""51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852"",""source_url"":""https://www.uniprot.org/uniprotkb/A0A2D3E5G9"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""A0A2D3E5G9""}"
CYT_A0A2U3TZU2,A0A2U3TZU2,GPI,unreviewed,unreviewed_discovery_candidate,https://www.uniprot.org/uniprotkb/A0A2U3TZU2,"{""biological_evidence_status"":""inventory_only_no_assertion_or_prior"",""entry_name"":""A0A2U3TZU2_HUMAN"",""gene_aliases"":""GPI pgi"",""gene_symbol"":""GPI"",""go_ids"":""GO:0004347; GO:0005576; GO:0005737; GO:0006094; GO:0006096; GO:0047938; GO:0051156; GO:0097367"",""inventory_id"":""CYT_A0A2U3TZU2"",""inventory_status"":""unreviewed_discovery_candidate"",""keyword_ids"":""KW-0007; KW-0202; KW-0963; KW-0312; KW-0324; KW-0413; KW-0597; KW-1267; KW-1185; KW-0964; KW-0832"",""protein_names"":""Glucose-6-phosphate isomerase (EC 5.3.1.9)"",""query_id"":""CYTINV_UNREVIEWED"",""resource_annotation_status"":""unreviewed"",""snapshot_path"":""research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv"",""snapshot_sha256"":""51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852"",""source_url"":""https://www.uniprot.org/uniprotkb/A0A2U3TZU2"",""species"":""Homo sapiens"",""taxon_id"":9606,""uniprot_accession"":""A0A2U3TZU2""}"
