catalog_record_id,evidence_status,retrieved_on,sha256,snapshot_path,source_group,source_id,url,url_role
FLU:GSE73072,source_checked_catalogue_pending_review,2026-09-14,3d5bf0ec45b8b1551d9e14128ea54bf5fbcc661d3d7171cd93dc078e3f764c02,data_dictionary/sources/influenza/snapshots/GSE73072.soft.txt,Influenza primary sources,SOURCE_671014cdead8592650,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE73072,record landing page; individual evidence URLs remain in source record citations
FLU:GSE90732,source_checked_catalogue_pending_review,2026-09-14,66c09e9ba3fcd0511faaa466f656ed73e3e91eccba16c18b3edd02119ea6c2f5,data_dictionary/sources/influenza/snapshots/GSE90732.soft.txt,Influenza primary sources,SOURCE_932338226c5f75f924,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE90732,record landing page; individual evidence URLs remain in source record citations
FLU:GSE118223,source_checked_catalogue_pending_review,2026-09-14,75f99150fc44683ee1e0a52a9e56cb1980351c8aa7ee5955d926b346f0e7e399,data_dictionary/sources/influenza/snapshots/GSE118223.soft.txt,Influenza primary sources,SOURCE_640b9025da9a2c5f15,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE118223,record landing page; individual evidence URLs remain in source record citations
FLU:GSE175551,source_checked_catalogue_pending_review,2026-09-14,c1582c4f6b50be5611f45fb1f1b948bfb2106300381ae95235f1008fdafd7faf,data_dictionary/sources/influenza/snapshots/GSE175551.soft.txt,Influenza primary sources,SOURCE_3564a580740afbe804,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE175551,record landing page; individual evidence URLs remain in source record citations
FLU:GSE175551,source_checked_catalogue_pending_review,2026-09-14,3b5da66ffdc7a8aa7a7cddb20c7cb6e43cffb6393b6ec1e633f06f9ee1b926cd,data_dictionary/sources/influenza/snapshots/GSM5341480.soft.txt,Influenza primary sources,SOURCE_8397514de39141944a,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE175551,record landing page; individual evidence URLs remain in source record citations
FLU:GSE299820,source_checked_catalogue_pending_review,2026-09-14,88d632d8a76448eef45370bc6740ab46a3f9f8fd33d6ecd235aaffbe6ae323e6,data_dictionary/sources/influenza/snapshots/GSE299820.soft.txt,Influenza primary sources,SOURCE_6fdb057e8e41739ff3,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE299820,record landing page; individual evidence URLs remain in source record citations
FLU:GSE299820,source_checked_catalogue_pending_review,2026-09-14,db42ee0b8ea70f1d2aa0e836f7111d386eaa13bba525de3ae8ac0541cbc45795,data_dictionary/sources/influenza/snapshots/GSM9046530.soft.txt,Influenza primary sources,SOURCE_05397c564608067c06,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE299820,record landing page; individual evidence URLs remain in source record citations
FLU:GSE111368,source_checked_catalogue_pending_review,2026-09-14,5f8eb2c3f1cd766930a9306974fca1a5a5d5c453101ea9fcd67b64bfa217875a,data_dictionary/sources/influenza/snapshots/GSE111368.soft.txt,Influenza primary sources,SOURCE_97543bb95066d95bf4,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE111368,record landing page; individual evidence URLs remain in source record citations
FLU:GSE68310,source_checked_catalogue_pending_review,2026-09-14,a13cdc07bb27c197d0a45ed1ed9946e8715c87a59c86f389152fb1d076dfbd3e,data_dictionary/sources/influenza/snapshots/GSE68310.soft.txt,Influenza primary sources,SOURCE_61513facc715ae2b8a,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE68310,record landing page; individual evidence URLs remain in source record citations
FLU:GSE194378,source_checked_catalogue_pending_review,2026-09-14,865542aa9f411db4f216337c7ecb0b43210059063796b5b1bd20e686e7132159,data_dictionary/sources/influenza/snapshots/GSE194378.soft.txt,Influenza primary sources,SOURCE_189f4a6596f82b379b,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE194378,record landing page; individual evidence URLs remain in source record citations
FLU:GSE117580,source_checked_catalogue_pending_review,2026-09-14,dc320992158e2806c7f86a8d7b8bf2e50c144cb3f95e59250f41a70241be2b8a,data_dictionary/sources/influenza/snapshots/GSE117580.soft.txt,Influenza primary sources,SOURCE_276a1b7b080b253385,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE117580,record landing page; individual evidence URLs remain in source record citations
FLU:E-MTAB-13038,source_checked_catalogue_pending_review,2026-09-14,3f2b3093ffdf6d59a0742bcb93841b127bb3be95040d3c814ac5a9b6982c291c,data_dictionary/sources/influenza/snapshots/E-MTAB-13038.json,Influenza primary sources,SOURCE_501aeb469121c591b0,https://www.ebi.ac.uk/biostudies/arrayexpress/studies/E-MTAB-13038,record landing page; individual evidence URLs remain in source record citations
FLU:E-MTAB-13038,source_checked_catalogue_pending_review,2026-09-14,e60f31e49350f3b555ed09b2c88d7479097fd45666abd8cd0ad11b46c34c6e22,data_dictionary/sources/influenza/snapshots/PMC11608262.html,Influenza primary sources,SOURCE_fa068e919085d6bfd6,https://www.ebi.ac.uk/biostudies/arrayexpress/studies/E-MTAB-13038,record landing page; individual evidence URLs remain in source record citations
FLU:E-MTAB-13038,source_checked_catalogue_pending_review,2026-09-14,937676aee9168d8a0f0cf3349a1fe5649ce71204f0e9f01047aed3a6755dab98,data_dictionary/sources/influenza/snapshots/PMC13375583.html,Influenza primary sources,SOURCE_2a87733de70d5190b7,https://www.ebi.ac.uk/biostudies/arrayexpress/studies/E-MTAB-13038,record landing page; individual evidence URLs remain in source record citations
FLU:E-MTAB-13041,source_checked_catalogue_pending_review,2026-09-14,37dfa0c02b79432699ba008f0b419f423e0b605f7b681117f9522bce1d037a81,data_dictionary/sources/influenza/snapshots/E-MTAB-13041.json,Influenza primary sources,SOURCE_93d403b71a4bc167f7,https://www.ebi.ac.uk/biostudies/arrayexpress/studies/E-MTAB-13041,record landing page; individual evidence URLs remain in source record citations
FLU:E-MTAB-13041,source_checked_catalogue_pending_review,2026-09-14,e60f31e49350f3b555ed09b2c88d7479097fd45666abd8cd0ad11b46c34c6e22,data_dictionary/sources/influenza/snapshots/PMC11608262.html,Influenza primary sources,SOURCE_9dc2a038fac2212aa2,https://www.ebi.ac.uk/biostudies/arrayexpress/studies/E-MTAB-13041,record landing page; individual evidence URLs remain in source record citations
FLU:E-MTAB-13041,source_checked_catalogue_pending_review,2026-09-14,937676aee9168d8a0f0cf3349a1fe5649ce71204f0e9f01047aed3a6755dab98,data_dictionary/sources/influenza/snapshots/PMC13375583.html,Influenza primary sources,SOURCE_633ba529787b41e331,https://www.ebi.ac.uk/biostudies/arrayexpress/studies/E-MTAB-13041,record landing page; individual evidence URLs remain in source record citations
FLU:EGAD50000000956,source_checked_catalogue_pending_review,2026-09-14,28b90424bd8b1c0d6d1ea8271eac505267f0ee034071e7b7ece685c712f8d46d,data_dictionary/sources/influenza/snapshots/EGAD50000000956.html,Influenza primary sources,SOURCE_bac40b98582b507d1d,https://ega-archive.org/datasets/EGAD50000000956,record landing page; individual evidence URLs remain in source record citations
FLU:EGAD50000000956,source_checked_catalogue_pending_review,2026-09-14,e60f31e49350f3b555ed09b2c88d7479097fd45666abd8cd0ad11b46c34c6e22,data_dictionary/sources/influenza/snapshots/PMC11608262.html,Influenza primary sources,SOURCE_47310921364772eaea,https://ega-archive.org/datasets/EGAD50000000956,record landing page; individual evidence URLs remain in source record citations
FLU:FR-FCM-Z2NZ,source_checked_catalogue_pending_review,2026-09-14,41017f6e94ed0f778b0e494260090a3808fea175c6b70524e1860e1004c5d1bf,data_dictionary/sources/influenza/snapshots/JCI137265.html,Influenza primary sources,SOURCE_c9742f1aa6305cf718,https://flowrepository.org/id/FR-FCM-Z2NZ,record landing page; individual evidence URLs remain in source record citations
FLU:MCILWAIN2021_CHALLENGE,source_checked_catalogue_pending_review,2026-09-14,2b984856aa0d7684f45b0cb26198fda99fa7fc60b3ad09c5a279ccfe611b0045,data_dictionary/sources/influenza/snapshots/PMC8665113.html,Influenza primary sources,SOURCE_53515af7bf022fb05d,https://doi.org/10.1016/j.chom.2021.10.009,record landing page; individual evidence URLs remain in source record citations
FLU:BURKE2017_NPL,source_checked_catalogue_pending_review,2026-09-14,33af29aa4612bcc4f9a24ee2870bc53b7d880a0e2c2a74ae1fee3d12a7d093ef,data_dictionary/sources/influenza/snapshots/PMC5360578.html,Influenza primary sources,SOURCE_03c4013c491275443a,https://doi.org/10.1016/j.ebiom.2017.02.015,record landing page; individual evidence URLs remain in source record citations
FLU:FLU_DAY_PREDICTION2026,source_checked_catalogue_pending_review,2026-09-14,f88f72e7a872ee39ad4501591aa07a07920824f08abd86e942d420a90504bc1d,data_dictionary/sources/influenza/snapshots/PMC13044454.html,Influenza primary sources,SOURCE_061b8688ff0ec056b6,https://doi.org/10.3389/fimmu.2026.1787198,record landing page; individual evidence URLs remain in source record citations
FLU:IMPERIAL_H3N2_MULTIMODAL2026,source_checked_catalogue_pending_review,2026-09-14,937676aee9168d8a0f0cf3349a1fe5649ce71204f0e9f01047aed3a6755dab98,data_dictionary/sources/influenza/snapshots/PMC13375583.html,Influenza primary sources,SOURCE_c665749a3c814b993f,https://doi.org/10.1038/s41591-026-04483-7,record landing page; individual evidence URLs remain in source record citations
FLU:GSE253685,source_checked_catalogue_pending_review,2026-09-14,af3e6f8f0a213f563260d82082694b0bf09f57dd9875c04bef3f01a5e6713aab,data_dictionary/sources/influenza/snapshots/GSE253685.soft.txt,Influenza primary sources,SOURCE_0bbf3f37cf41c6b0d4,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE253685,record landing page; individual evidence URLs remain in source record citations
FLU:GSE253685,source_checked_catalogue_pending_review,2026-09-14,28948ef095a4547aeb65706fd901b66fad7a905a1e20f68b77cc25c8db97e8e6,data_dictionary/sources/influenza/snapshots/PMC12375958.html,Influenza primary sources,SOURCE_ff4c4d1c78c2e3ce30,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE253685,record landing page; individual evidence URLs remain in source record citations
FLU:GSE253686,source_checked_catalogue_pending_review,2026-09-14,167e67ff442c5ede590a4b313edb71839bca5cd7efb3e25467e0f8c7470c31ef,data_dictionary/sources/influenza/snapshots/GSE253686.soft.txt,Influenza primary sources,SOURCE_bca2d068db083cd0d7,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE253686,record landing page; individual evidence URLs remain in source record citations
FLU:GSE253686,source_checked_catalogue_pending_review,2026-09-14,28948ef095a4547aeb65706fd901b66fad7a905a1e20f68b77cc25c8db97e8e6,data_dictionary/sources/influenza/snapshots/PMC12375958.html,Influenza primary sources,SOURCE_895a867d67151a0972,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE253686,record landing page; individual evidence URLs remain in source record citations
FLU:KAW2025STM,source_checked_catalogue_pending_review,2026-09-14,28948ef095a4547aeb65706fd901b66fad7a905a1e20f68b77cc25c8db97e8e6,data_dictionary/sources/influenza/snapshots/PMC12375958.html,Influenza primary sources,SOURCE_e539d756e520ddcd99,https://doi.org/10.21417/KAW2025STM,record landing page; individual evidence URLs remain in source record citations
FLU:KAW2025STM,source_checked_catalogue_pending_review,2026-09-14,f646a73673768c592485e65a1955c11be84df213d6f5b419378f591c8358c2cd,data_dictionary/sources/influenza/snapshots/KAW2025STM.html,Influenza primary sources,SOURCE_0d8792f000bbab5191,https://doi.org/10.21417/KAW2025STM,record landing page; individual evidence URLs remain in source record citations
FLU:WALTERS2025_IMMUNE,source_checked_catalogue_pending_review,2026-09-14,28948ef095a4547aeb65706fd901b66fad7a905a1e20f68b77cc25c8db97e8e6,data_dictionary/sources/influenza/snapshots/PMC12375958.html,Influenza primary sources,SOURCE_ec17dd6648b60c4971,https://pmc.ncbi.nlm.nih.gov/articles/PMC12375958/,record landing page; individual evidence URLs remain in source record citations
FLU:SRP091397,source_checked_catalogue_pending_review,2026-09-14,958f1a1040292570eebb8fff7c9ac4bb2f900fa6c8085cd439c0517121511f27,data_dictionary/sources/influenza/snapshots/PMC5126380.html,Influenza primary sources,SOURCE_ca20e1d638904ce1e5,https://www.ncbi.nlm.nih.gov/sra?term=SRP091397,record landing page; individual evidence URLs remain in source record citations
FLU:SRP091397,source_checked_catalogue_pending_review,2026-09-14,207c715e471e861d328810bbf39ad7a9e1b8b4ced5312442d8c89aab2df89514,data_dictionary/sources/influenza/snapshots/sra_viral_summaries_all.json,Influenza primary sources,SOURCE_798c3c3c3037d3de4b,https://www.ncbi.nlm.nih.gov/sra?term=SRP091397,record landing page; individual evidence URLs remain in source record citations
FLU:PRJNA528931,source_checked_catalogue_pending_review,2026-09-14,29368fcf3534713270b637816de2e22c124a46907c629fb73091615b94a3e17c,data_dictionary/sources/influenza/snapshots/PMC6652224.html,Influenza primary sources,SOURCE_cf8e674942985364f2,https://www.ncbi.nlm.nih.gov/sra?term=PRJNA528931,record landing page; individual evidence URLs remain in source record citations
FLU:PRJNA528931,source_checked_catalogue_pending_review,2026-09-14,207c715e471e861d328810bbf39ad7a9e1b8b4ced5312442d8c89aab2df89514,data_dictionary/sources/influenza/snapshots/sra_viral_summaries_all.json,Influenza primary sources,SOURCE_82f4adfd6892a9c05c,https://www.ncbi.nlm.nih.gov/sra?term=PRJNA528931,record landing page; individual evidence URLs remain in source record citations
FLU:E-MTAB-15137,source_checked_catalogue_pending_review,2026-09-14,af6a702e863cc71c698cec662f29f8fb1c51fd3cb5034a5792a062c2398c7258,data_dictionary/sources/influenza/snapshots/E-MTAB-15137.json,Influenza primary sources,SOURCE_50559cfb17ea56721d,https://www.ebi.ac.uk/biostudies/arrayexpress/studies/E-MTAB-15137,record landing page; individual evidence URLs remain in source record citations
FLU:E-MTAB-15137,source_checked_catalogue_pending_review,2026-09-14,a88a2f28e4054ab7f64391cffc21f1ff05beb47a80f9f4c50e318224c00be642,data_dictionary/sources/influenza/snapshots/INFLUENZA_BCG2026.html,Influenza primary sources,SOURCE_783ac37f6150bf45c5,https://www.ebi.ac.uk/biostudies/arrayexpress/studies/E-MTAB-15137,record landing page; individual evidence URLs remain in source record citations
FLU:EGAD50000002407,source_checked_catalogue_pending_review,2026-09-14,b3ad35464eab9db11e3851d227e8cf1c2704a591ed6560c1ad14d9639185b35e,data_dictionary/sources/influenza/snapshots/EGAS50000001677.html,Influenza primary sources,SOURCE_02c333699b9562bcdd,https://ega-archive.org/datasets/EGAD50000002407,record landing page; individual evidence URLs remain in source record citations
FLU:EGAD50000002407,source_checked_catalogue_pending_review,2026-09-14,a88a2f28e4054ab7f64391cffc21f1ff05beb47a80f9f4c50e318224c00be642,data_dictionary/sources/influenza/snapshots/INFLUENZA_BCG2026.html,Influenza primary sources,SOURCE_4fc8b461ebd5bb4a3b,https://ega-archive.org/datasets/EGAD50000002407,record landing page; individual evidence URLs remain in source record citations
FLU:MCCLAIN2016_CYTOKINES,source_checked_catalogue_pending_review,2026-09-14,453c1eac0d25e18d9460aaa3acbd3837c509399fd6078e7a50c157b7e3b538e0,data_dictionary/sources/influenza/snapshots/PMC4750592.html,Influenza primary sources,SOURCE_70c8a2460253447892,https://pmc.ncbi.nlm.nih.gov/articles/PMC4750592/,record landing page; individual evidence URLs remain in source record citations
