Entry	Entry Name	Reviewed	Gene Names (primary)	Gene Names	Protein names	Organism (ID)	Keyword ID	Gene Ontology IDs
K9M1U5	IFNL4_HUMAN	reviewed	IFNL4	IFNL4	Interferon lambda-4 (IFN-lambda-4)	9606	KW-0002; KW-0025; KW-0051; KW-0202; KW-0963; KW-1015; KW-1185; KW-0964; KW-0732	GO:0005102; GO:0005125; GO:0005576; GO:0005737; GO:0007260; GO:0038196; GO:0045087; GO:0050778; GO:0051607; GO:0098586
O00175	CCL24_HUMAN	reviewed	CCL24	CCL24 MPIF2 SCYA24	C-C motif chemokine 24 (CK-beta-6) (Eosinophil chemotactic protein 2) (Eotaxin-2) (Myeloid progenitor inhibitory factor 2) (MPIF-2) (Small-inducible cytokine A24)	9606	KW-0002; KW-0145; KW-0202; KW-0903; KW-1015; KW-0325; KW-0395; KW-1267; KW-1185; KW-0964; KW-0732	GO:0001938; GO:0005576; GO:0006935; GO:0006954; GO:0006955; GO:0007010; GO:0007165; GO:0007267; GO:0008009; GO:0008360; GO:0030335; GO:0030838; GO:0031728; GO:0045766; GO:0048018; GO:0048020; GO:0048245; GO:0050729; GO:0060326; GO:0061844; GO:0070098
O00292	LFTY2_HUMAN	reviewed	LEFTY2	LEFTY2 EBAF LEFTA LEFTYA TGFB4 PSEC0024	Left-right determination factor 2 (Endometrial bleeding-associated factor) (Left-right determination factor A) (Protein lefty-2) (Protein lefty-A) (Transforming growth factor beta-4) (TGF-beta-4)	9606	KW-0025; KW-0202; KW-0217; KW-0225; KW-1015; KW-0325; KW-0339; KW-1056; KW-1267; KW-1185; KW-0964; KW-0732	GO:0005125; GO:0005160; GO:0005576; GO:0008083; GO:0009948; GO:0030509; GO:0031012; GO:0031093
O00300	TR11B_HUMAN	reviewed	TNFRSF11B	TNFRSF11B OCIF OPG	Tumor necrosis factor receptor superfamily member 11B (Osteoclastogenesis inhibitory factor) (Osteoprotegerin)	9606	KW-0002; KW-0053; KW-0903; KW-0225; KW-1015; KW-0325; KW-1267; KW-0675; KW-1185; KW-0677; KW-0964; KW-0732	GO:0001501; GO:0005125; GO:0005576; GO:0005886; GO:0007165; GO:0031012; GO:0038023; GO:0043235; GO:1904399
O00585	CCL21_HUMAN	reviewed	CCL21	CCL21 SCYA21 UNQ784/PRO1600	C-C motif chemokine 21 (6Ckine) (Beta-chemokine exodus-2) (Secondary lymphoid-tissue chemokine) (SLC) (Small-inducible cytokine A21)	9606	KW-0002; KW-0145; KW-0202; KW-0903; KW-1015; KW-0395; KW-1267; KW-1185; KW-0964; KW-0732	GO:0001768; GO:0001771; GO:0001954; GO:0002407; GO:0002606; GO:0005576; GO:0006954; GO:0006955; GO:0007186; GO:0007267; GO:0008009; GO:0010560; GO:0010820; GO:0030335; GO:0030838; GO:0031274; GO:0031295; GO:0031529; GO:0031732; GO:0033630; GO:0035759; GO:0038116; GO:0038120; GO:0042379; GO:0043123; GO:0046330; GO:0048020; GO:0048245; GO:0048260; GO:0048469; GO:0050921; GO:0051209; GO:0051491; GO:0051897; GO:0060326; GO:0061844; GO:0070098; GO:0070374; GO:0071380; GO:0090023; GO:0097026; GO:0141214; GO:1903237; GO:1990869; GO:2000147; GO:2000406; GO:2000529; GO:2000548; GO:2000669
O00626	CCL22_HUMAN	reviewed	CCL22	CCL22 MDC SCYA22 A-152E5.1	C-C motif chemokine 22 (CC chemokine STCP-1) (MDC(1-69)) (Macrophage-derived chemokine) (Small-inducible cytokine A22) (Stimulated T-cell chemotactic protein 1) [Cleaved into: MDC(3-69); MDC(5-69); MDC(7-69)]	9606	KW-0145; KW-0202; KW-0903; KW-1015; KW-1267; KW-1185; KW-0964; KW-0732	GO:0005576; GO:0006935; GO:0006954; GO:0006955; GO:0007165; GO:0007267; GO:0008009; GO:0009615; GO:0030335; GO:0048020; GO:0048245; GO:0060326; GO:0061844; GO:0070098
O00744	WN10B_HUMAN	reviewed	WNT10B	WNT10B WNT12	Protein Wnt-10b (Protein Wnt-12)	9606	KW-0025; KW-0217; KW-0225; KW-1015; KW-0272; KW-0325; KW-0449; KW-0597; KW-1267; KW-1185; KW-0964; KW-0732; KW-0879	GO:0002062; GO:0005109; GO:0005125; GO:0005576; GO:0030182; GO:0043065; GO:0045165; GO:0045599; GO:0048018; GO:0050821; GO:0060070; GO:0071300; GO:0071425; GO:0120163
O00755	WNT7A_HUMAN	reviewed	WNT7A	WNT7A	Protein Wnt-7a	9606	KW-0002; KW-0217; KW-0225; KW-1015; KW-0272; KW-0325; KW-0449; KW-1267; KW-1185; KW-0964; KW-0732; KW-0879	GO:0000578; GO:0001502; GO:0002062; GO:0005102; GO:0005109; GO:0005125; GO:0005576; GO:0005788; GO:0005796; GO:0005886; GO:0007409; GO:0007548; GO:0009986; GO:0021846; GO:0030182; GO:0030666; GO:0031012; GO:0032355; GO:0035115; GO:0035116; GO:0035313; GO:0036465; GO:0042733; GO:0045165; GO:0045893; GO:0045944; GO:0046330; GO:0048018; GO:0048864; GO:0050768; GO:0051247; GO:0051965; GO:0060054; GO:0060066; GO:0060070; GO:0060071; GO:0060997; GO:0061038; GO:0062009; GO:0070062; GO:0070307; GO:0071560; GO:0098685; GO:0098793; GO:0098978; GO:0099054; GO:0099068; GO:0099175; GO:1904861; GO:1904891; GO:1905386; GO:1905606; GO:2000300; GO:2000463
O14625	CXL11_HUMAN	reviewed	CXCL11	CXCL11 ITAC SCYB11 SCYB9B	C-X-C motif chemokine 11 (Beta-R1) (H174) (Interferon gamma-inducible protein 9) (IP-9) (Interferon-inducible T-cell alpha chemoattractant) (I-TAC) (Small-inducible cytokine B11)	9606	KW-0002; KW-0145; KW-0164; KW-0202; KW-0903; KW-1015; KW-0395; KW-1267; KW-1185; KW-0964; KW-0732	GO:0005576; GO:0006935; GO:0006954; GO:0006955; GO:0007165; GO:0007189; GO:0007267; GO:0008009; GO:0008201; GO:0010818; GO:0016020; GO:0042127; GO:0045236; GO:0048248; GO:0051281; GO:0070098
O14788	TNF11_HUMAN	reviewed	TNFSF11	TNFSF11 OPGL RANKL TRANCE	Tumor necrosis factor ligand superfamily member 11 (TNFSF11) (Osteoclast differentiation factor) (ODF) (Osteoprotegerin ligand) (OPGL) (Receptor activator of nuclear factor kappa-B ligand) (RANKL) (TNF-related activation-induced cytokine) (TRANCE) (CD antigen CD254) [Cleaved into: Tumor necrosis factor ligand superfamily member 11, membrane form (mTNFSF11); Tumor necrosis factor ligand superfamily member 11, soluble form (sTNFSF11)]	9606	KW-0002; KW-0025; KW-1003; KW-0202; KW-0963; KW-0217; KW-0221; KW-0225; KW-0325; KW-0472; KW-0987; KW-1267; KW-0675; KW-1185; KW-0964; KW-0735; KW-0812; KW-1133	GO:0000122; GO:0002548; GO:0005125; GO:0005164; GO:0005576; GO:0005737; GO:0005886; GO:0006955; GO:0007166; GO:0019221; GO:0019722; GO:0030316; GO:0033209; GO:0034112; GO:0042802; GO:0043123; GO:0043410; GO:0045672; GO:0045780; GO:0045944; GO:0050870; GO:0051466; GO:0070374; GO:0071812; GO:1901224; GO:1902533; GO:2001238
O14793	GDF8_HUMAN	reviewed	MSTN	MSTN GDF8	Growth/differentiation factor 8 (GDF-8) (Myostatin)	9606	KW-0002; KW-0165; KW-0202; KW-1015; KW-0325; KW-0339; KW-0358; KW-1267; KW-1185; KW-0964; KW-0732	GO:0005102; GO:0005125; GO:0005576; GO:0007179; GO:0007517; GO:0007519; GO:0008083; GO:0008201; GO:0009629; GO:0010592; GO:0010759; GO:0014732; GO:0014741; GO:0014816; GO:0014839; GO:0014850; GO:0022602; GO:0033574; GO:0042802; GO:0042803; GO:0043627; GO:0045471; GO:0045662; GO:0045893; GO:0046627; GO:0046716; GO:0048632; GO:0051384; GO:0051602; GO:0051898; GO:0061450; GO:0071456; GO:1902723; GO:1902725; GO:2000818
O14904	WNT9A_HUMAN	reviewed	WNT9A	WNT9A WNT14	Protein Wnt-9a (Protein Wnt-14)	9606	KW-0217; KW-1015; KW-0272; KW-0325; KW-0449; KW-1267; KW-1185; KW-0964; KW-0732; KW-0879	GO:0005109; GO:0005125; GO:0005576; GO:0008285; GO:0030182; GO:0032331; GO:0045165; GO:0048018; GO:0060070; GO:0061072; GO:0061303; GO:0071300; GO:0072498
O14905	WNT9B_HUMAN	reviewed	WNT9B	WNT9B WNT14B WNT15 UNQ6973/PRO21956	Protein Wnt-9b (Protein Wnt-14b) (Protein Wnt-15)	9606	KW-0217; KW-1015; KW-0272; KW-0325; KW-0449; KW-1267; KW-1185; KW-0964; KW-0732; KW-0879	GO:0005109; GO:0005125; GO:0005576; GO:0030182; GO:0032526; GO:0035567; GO:0039706; GO:0045165; GO:0048018; GO:0060070; GO:0061303; GO:0071300; GO:1902455; GO:1904948
O15444	CCL25_HUMAN	reviewed	CCL25	CCL25 SCYA25 TECK	C-C motif chemokine 25 (Chemokine TECK) (Small-inducible cytokine A25) (Thymus-expressed chemokine)	9606	KW-0025; KW-0145; KW-0202; KW-1015; KW-0395; KW-1267; KW-1185; KW-0964; KW-0732	GO:0001954; GO:0005179; GO:0005576; GO:0006935; GO:0006954; GO:0006955; GO:0007166; GO:0007186; GO:0008009; GO:0030335; GO:0031735; GO:0042379; GO:0048020; GO:0048245; GO:0060326; GO:0061844; GO:0070098; GO:1903237
O15467	CCL16_HUMAN	reviewed	CCL16	CCL16 ILINCK NCC4 SCYA16	C-C motif chemokine 16 (Chemokine CC-4) (HCC-4) (Chemokine LEC) (IL-10-inducible chemokine) (LCC-1) (Liver-expressed chemokine) (Lymphocyte and monocyte chemoattractant) (LMC) (Monotactin-1) (MTN-1) (NCC-4) (Small-inducible cytokine A16)	9606	KW-0002; KW-0145; KW-0202; KW-0903; KW-1015; KW-0395; KW-1267; KW-1185; KW-0964; KW-0732	GO:0005576; GO:0006935; GO:0006954; GO:0007154; GO:0007267; GO:0008009; GO:0030335; GO:0042056; GO:0048020; GO:0048245; GO:0061844; GO:0070098
O43508	TNF12_HUMAN	reviewed	TNFSF12	TNFSF12 APO3L DR3LG UNQ181/PRO207	Tumor necrosis factor ligand superfamily member 12 (APO3 ligand) (TNF-related weak inducer of apoptosis) (TWEAK) [Cleaved into: Tumor necrosis factor ligand superfamily member 12, membrane form; Tumor necrosis factor ligand superfamily member 12, secreted form]	9606	KW-0002; KW-0025; KW-0037; KW-0053; KW-1003; KW-0165; KW-0202; KW-0217; KW-0221; KW-1015; KW-0325; KW-0472; KW-1267; KW-1185; KW-0964; KW-0735; KW-0812; KW-1133	GO:0001938; GO:0005102; GO:0005125; GO:0005164; GO:0005576; GO:0005886; GO:0006915; GO:0006955; GO:0007165; GO:0043542; GO:0045732; GO:0045766; GO:0048471; GO:0097191; GO:2001238
O43557	TNF14_HUMAN	reviewed	TNFSF14	TNFSF14 HVEML LIGHT UNQ391/PRO726	Tumor necrosis factor ligand superfamily member 14 (Herpes virus entry mediator ligand) (HVEM-L) (Herpesvirus entry mediator ligand) (CD antigen CD258) [Cleaved into: Tumor necrosis factor ligand superfamily member 14, membrane form; Tumor necrosis factor ligand superfamily member 14, soluble form]	9606	KW-0002; KW-0025; KW-1003; KW-0202; KW-0963; KW-1015; KW-0325; KW-0472; KW-1267; KW-1185; KW-0964; KW-0735; KW-0812; KW-1133	GO:0002947; GO:0005102; GO:0005125; GO:0005164; GO:0005576; GO:0005737; GO:0005886; GO:0006915; GO:0006955; GO:0007165; GO:0007166; GO:0016020; GO:0031295; GO:0032649; GO:0042098; GO:0042110; GO:0042802; GO:0043027; GO:0043029; GO:0043066; GO:0043123; GO:0050728; GO:0071260; GO:0140368; GO:1901224; GO:2001238
O43927	CXL13_HUMAN	reviewed	CXCL13	CXCL13 BCA1 BLC SCYB13	C-X-C motif chemokine 13 (Angie) (B cell-attracting chemokine 1) (BCA-1) (B lymphocyte chemoattractant) (CXC chemokine BLC) (Small-inducible cytokine B13)	9606	KW-0002; KW-0145; KW-0202; KW-1015; KW-0395; KW-1267; KW-1185; KW-0964; KW-0732	GO:0002467; GO:0002518; GO:0002544; GO:0002920; GO:0005576; GO:0006954; GO:0006955; GO:0007166; GO:0007204; GO:0007267; GO:0008009; GO:0008201; GO:0010820; GO:0017134; GO:0030593; GO:0031724; GO:0031735; GO:0032487; GO:0033625; GO:0033634; GO:0035754; GO:0035768; GO:0042742; GO:0045236; GO:0045765; GO:0048018; GO:0048248; GO:0061844; GO:0070098; GO:0071222; GO:2000545
O60383	GDF9_HUMAN	reviewed	GDF9	GDF9	Growth/differentiation factor 9 (GDF-9)	9606	KW-0165; KW-0202; KW-1015; KW-0325; KW-0339; KW-0597; KW-1066; KW-1267; KW-1185; KW-0964; KW-0732	GO:0005125; GO:0005576; GO:0005737; GO:0007178; GO:0007179; GO:0007292; GO:0008083; GO:0008284; GO:2000870
O60565	GREM1_HUMAN	reviewed	GREM1	GREM1 CKTSF1B1 DAND2 DRM PIG2	Gremlin-1 (Cell proliferation-inducing gene 2 protein) (Cysteine knot superfamily 1, BMP antagonist 1) (DAN domain family member 2) (Down-regulated in Mos-transformed cells protein) (Increased in high glucose protein 2) (IHG-2)	9606	KW-0002; KW-0025; KW-0202; KW-0903; KW-1015; KW-0325; KW-1267; KW-1185; KW-0964; KW-0732	GO:0000902; GO:0002042; GO:0002092; GO:0003337; GO:0005576; GO:0007165; GO:0008284; GO:0009986; GO:0010717; GO:0016015; GO:0030199; GO:0030297; GO:0030502; GO:0030514; GO:0031012; GO:0032331; GO:0033689; GO:0036122; GO:0042803; GO:0043066; GO:0043184; GO:0045668; GO:0045766; GO:0045892; GO:0045944; GO:0046851; GO:0048018; GO:0048263; GO:0051893; GO:0055007; GO:0060173; GO:0060379; GO:0060392; GO:0060676; GO:0090027; GO:0090050; GO:0090090; GO:0090190; GO:0090291; GO:0140311; GO:0141069; GO:1900155; GO:1900158; GO:1900748
O75462	CRLF1_HUMAN	reviewed	CRLF1	CRLF1 UNQ288/PRO327	Cytokine receptor-like factor 1 (Cytokine-like factor 1) (CLF-1) (ZcytoR5)	9606	KW-0002; KW-0903; KW-0225; KW-1015; KW-0325; KW-0393; KW-0597; KW-1267; KW-0675; KW-1185; KW-0677; KW-0964; KW-0732	GO:0001657; GO:0004896; GO:0005125; GO:0005576; GO:0005829; GO:0008284; GO:0009306; GO:0009897; GO:0019221; GO:0019955; GO:0043235; GO:0043524; GO:0097058; GO:0097696; GO:0140597; GO:2000672
O75610	LFTY1_HUMAN	reviewed	LEFTY1	LEFTY1 LEFTB LEFTYB UNQ278/PRO317	Left-right determination factor 1 (Left-right determination factor B) (Protein lefty-1) (Protein lefty-B)	9606	KW-0202; KW-0217; KW-1015; KW-0325; KW-0339; KW-1267; KW-1185; KW-0964; KW-0732	GO:0000122; GO:0003007; GO:0005125; GO:0005160; GO:0005576; GO:0007179; GO:0007368; GO:0008083; GO:0009948; GO:0030509
O75888	TNF13_HUMAN	reviewed	TNFSF13	TNFSF13 APRIL TALL2 ZTNF2 UNQ383/PRO715	Tumor necrosis factor ligand superfamily member 13 (A proliferation-inducing ligand) (APRIL) (TNF- and APOL-related leukocyte expressed ligand 2) (TALL-2) (TNF-related death ligand 1) (TRDL-1) (CD antigen CD256)	9606	KW-0002; KW-0025; KW-0165; KW-0202; KW-1015; KW-0325; KW-0391; KW-1267; KW-1185; KW-0964	GO:0002260; GO:0005102; GO:0005125; GO:0005164; GO:0005576; GO:0005654; GO:0005737; GO:0005829; GO:0006955; GO:0007165; GO:0008284; GO:0016020; GO:0030890; GO:0048298; GO:0070062
O95150	TNF15_HUMAN	reviewed	TNFSF15	TNFSF15 TL1 TL1A VEGI	Tumor necrosis factor ligand superfamily member 15 (TNF ligand-related molecule 1) (Vascular endothelial cell growth inhibitor) [Cleaved into: Tumor necrosis factor ligand superfamily member 15, membrane form; Tumor necrosis factor ligand superfamily member 15, secreted form]	9606	KW-0002; KW-0025; KW-0202; KW-0903; KW-1015; KW-0325; KW-0472; KW-1267; KW-1185; KW-0964; KW-0735; KW-0812; KW-1133	GO:0005102; GO:0005125; GO:0005164; GO:0005576; GO:0005886; GO:0006955; GO:0007165; GO:0007166; GO:0007250; GO:0016020; GO:0043123; GO:2001238
O95390	GDF11_HUMAN	reviewed	GDF11	GDF11 BMP11	Growth/differentiation factor 11 (GDF-11) (Bone morphogenetic protein 11) (BMP-11)	9606	KW-0002; KW-0165; KW-0202; KW-0225; KW-1015; KW-0325; KW-0339; KW-1267; KW-1185; KW-0964; KW-0732	GO:0001501; GO:0005102; GO:0005125; GO:0005576; GO:0007179; GO:0007399; GO:0007498; GO:0008083; GO:0032924; GO:0032991; GO:0045665; GO:0060391
O95393	BMP10_HUMAN	reviewed	BMP10	BMP10	Bone morphogenetic protein 10 (BMP-10)	9606	KW-0002; KW-0130; KW-0165; KW-0202; KW-0217; KW-0225; KW-1015; KW-0325; KW-0339; KW-1267; KW-1185; KW-0964; KW-0732	GO:0005125; GO:0005179; GO:0005576; GO:0005737; GO:0007512; GO:0008083; GO:0009986; GO:0010596; GO:0010613; GO:0010614; GO:0030018; GO:0030308; GO:0030336; GO:0030509; GO:0031433; GO:0032924; GO:0033612; GO:0045214; GO:0045893; GO:0055009; GO:0055010; GO:0055015; GO:0055117; GO:0060038; GO:0060045; GO:0060298; GO:0060347; GO:0060391; GO:0061036; GO:1903242; GO:2000138
O95715	CXL14_HUMAN	reviewed	CXCL14	CXCL14 MIP2G NJAC SCYB14 PSEC0212 UNQ240/PRO273	C-X-C motif chemokine 14 (Chemokine BRAK) (MIP-2G) (Small-inducible cytokine B14)	9606	KW-0002; KW-0145; KW-0202; KW-0903; KW-1015; KW-1267; KW-1185; KW-0964; KW-0732; KW-0832	GO:0005576; GO:0005794; GO:0006935; GO:0007165; GO:0007267; GO:0008009; GO:0061844
O95760	IL33_HUMAN	reviewed	IL33	IL33 C9orf26 IL1F11 NFHEV	Interleukin-33 (IL-33) (Interleukin-1 family member 11) (IL-1F11) (Nuclear factor from high endothelial venules) (NF-HEV) [Cleaved into: Interleukin-33 (95-270); Interleukin-33 (99-270); Interleukin-33 (109-270)]	9606	KW-0002; KW-0025; KW-0158; KW-0202; KW-0963; KW-0968; KW-0903; KW-0539; KW-1267; KW-1185; KW-0964; KW-0804	GO:0000122; GO:0001819; GO:0002112; GO:0002282; GO:0002638; GO:0002639; GO:0002686; GO:0002826; GO:0005125; GO:0005576; GO:0005634; GO:0005654; GO:0005694; GO:0005737; GO:0006606; GO:0006954; GO:0010186; GO:0010467; GO:0010560; GO:0010628; GO:0030133; GO:0030225; GO:0032689; GO:0032722; GO:0032736; GO:0032753; GO:0032754; GO:0032755; GO:0032760; GO:0038172; GO:0043032; GO:0043235; GO:0045944; GO:0050729; GO:0061518; GO:0106015; GO:0120042; GO:0140367; GO:0140368; GO:0150078
O95813	CER1_HUMAN	reviewed	CER1	CER1 DAND4	Cerberus (Cerberus-related protein) (DAN domain family member 4)	9606	KW-0202; KW-0903; KW-1015; KW-0325; KW-1267; KW-1185; KW-0964; KW-0732	GO:0001657; GO:0003419; GO:0005576; GO:0007369; GO:0007399; GO:0008285; GO:0009948; GO:0009952; GO:0016015; GO:0023019; GO:0030282; GO:0030514; GO:0032926; GO:0036122; GO:0042074; GO:0042803; GO:0048263; GO:0061371; GO:0140311; GO:0141069; GO:2000381
O95972	BMP15_HUMAN	reviewed	BMP15	BMP15 GDF9B	Bone morphogenetic protein 15 (BMP-15) (Growth/differentiation factor 9B) (GDF-9B)	9606	KW-0202; KW-0225; KW-1015; KW-0325; KW-0339; KW-0597; KW-1066; KW-1267; KW-0873; KW-1185; KW-0964; KW-0732	GO:0005125; GO:0005576; GO:0005788; GO:0007178; GO:0007292; GO:0008083
O96014	WNT11_HUMAN	reviewed	WNT11	WNT11	Protein Wnt-11	9606	KW-0217; KW-1015; KW-0272; KW-0325; KW-0449; KW-1267; KW-1185; KW-0964; KW-0732; KW-0879	GO:0003138; GO:0003139; GO:0003281; GO:0003283; GO:0005109; GO:0005125; GO:0005576; GO:0005737; GO:0007165; GO:0007223; GO:0030182; GO:0030295; GO:0030325; GO:0031012; GO:0031667; GO:0035556; GO:0045165; GO:0045893; GO:0048706; GO:0060070; GO:0060071; GO:0060197; GO:0060484; GO:0060675; GO:0061037; GO:0061101; GO:0062009; GO:0071300; GO:0072177; GO:0090090
P01031	CO5_HUMAN	reviewed	C5	C5 CPAMD4	Complement C5 (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 4) [Cleaved into: Complement C5 beta chain; Complement C5 alpha chain; C5a anaphylatoxin; Complement C5b (Complement C5 alpha' chain)]	9606	KW-0002; KW-0165; KW-0179; KW-0180; KW-0204; KW-0903; KW-0225; KW-1015; KW-0325; KW-0391; KW-0395; KW-0399; KW-0472; KW-0473; KW-1267; KW-1185; KW-0964; KW-0732; KW-1052; KW-1053	GO:0004866; GO:0005102; GO:0005576; GO:0005579; GO:0006935; GO:0006954; GO:0007166; GO:0007186; GO:0008009; GO:0010575; GO:0010760; GO:0032722; GO:0045766; GO:0070062; GO:0160257
P01033	TIMP1_HUMAN	reviewed	TIMP1	TIMP1 CLGI TIMP	Metalloproteinase inhibitor 1 (Erythroid-potentiating activity) (EPA) (Fibroblast collagenase inhibitor) (Collagenase inhibitor) (Tissue inhibitor of metalloproteinases 1) (TIMP-1)	9606	KW-0002; KW-0903; KW-1015; KW-0325; KW-0339; KW-0479; KW-0481; KW-0483; KW-0597; KW-0646; KW-1267; KW-1185; KW-0964; KW-0732; KW-0862	GO:0002020; GO:0005125; GO:0005576; GO:0005604; GO:0005788; GO:0008191; GO:0008270; GO:0008284; GO:0009725; GO:0010951; GO:0030414; GO:0031012; GO:0031093; GO:0034097; GO:0043066; GO:0043086; GO:0043434; GO:0051045; GO:0051216; GO:0070062; GO:0071492; GO:1901164; GO:1901653; GO:1905049; GO:1905641; GO:2001044
P01137	TGFB1_HUMAN	reviewed	TGFB1	TGFB1 TGFB	Transforming growth factor beta-1 proprotein [Cleaved into: Latency-associated peptide (LAP); Transforming growth factor beta-1 (TGF-beta-1)]	9606	KW-0002; KW-0165; KW-0903; KW-0225; KW-1015; KW-0272; KW-0325; KW-0339; KW-0497; KW-1267; KW-1185; KW-0964; KW-0732	GO:0001570; GO:0001657; GO:0001763; GO:0001837; GO:0001843; GO:0002040; GO:0002062; GO:0002244; GO:0002248; GO:0002460; GO:0002859; GO:0003179; GO:0003180; GO:0005114; GO:0005125; GO:0005576; GO:0005634; GO:0005737; GO:0005796; GO:0005886; GO:0006611; GO:0006754; GO:0006796; GO:0007179; GO:0007249; GO:0007406; GO:0007435; GO:0007507; GO:0007565; GO:0008083; GO:0008284; GO:0008285; GO:0009410; GO:0009611; GO:0009986; GO:0010332; GO:0010575; GO:0010628; GO:0010629; GO:0010716; GO:0010718; GO:0010742; GO:0010763; GO:0010936; GO:0014003; GO:0014008; GO:0016202; GO:0019899; GO:0021915; GO:0030154; GO:0030214; GO:0030308; GO:0030334; GO:0030335; GO:0030424; GO:0031012; GO:0031093; GO:0031293; GO:0031334; GO:0031536; GO:0032355; GO:0032570; GO:0032667; GO:0032700; GO:0032740; GO:0032755; GO:0032760; GO:0032801; GO:0032930; GO:0032967; GO:0033280; GO:0034125; GO:0034616; GO:0034713; GO:0034714; GO:0035902; GO:0036120; GO:0036446; GO:0042127; GO:0042306; GO:0042307; GO:0042475; GO:0042552; GO:0042802; GO:0043025; GO:0043117; GO:0043123; GO:0043410; GO:0043536; GO:0043537; GO:0043539; GO:0044877; GO:0045066; GO:0045216; GO:0045471; GO:0045591; GO:0045596; GO:0045599; GO:0045662; GO:0045742; GO:0045786; GO:0045892; GO:0045893; GO:0045944; GO:0048298; GO:0048535; GO:0048565; GO:0048642; GO:0048661; GO:0048839; GO:0050679; GO:0050680; GO:0050714; GO:0050729; GO:0050765; GO:0050832; GO:0050921; GO:0051247; GO:0051280; GO:0051897; GO:0055010; GO:0060312; GO:0060325; GO:0060364; GO:0060391; GO:0070168; GO:0070374; GO:0070723; GO:0071260; GO:0071333; GO:0071404; GO:0071456; GO:0071479; GO:0071549; GO:0071560; GO:0071677; GO:0071895; GO:0072562; GO:0085029; GO:0090190; GO:0090263; GO:0097191; GO:0097421; GO:0098586; GO:0099126; GO:1900126; GO:1900182; GO:1901203; GO:1902074; GO:1902462; GO:1902894; GO:1902895; GO:1903077; GO:1904018; GO:1904894; GO:1905641; GO:1990314; GO:1990402; GO:2000048; GO:2000343; GO:2000353; GO:2000636; GO:2000727
P01241	SOMA_HUMAN	reviewed	GH1	GH1	Somatotropin (Growth hormone) (GH) (GH-N) (Growth hormone 1) (Pituitary growth hormone)	9606	KW-0002; KW-0025; KW-0903; KW-0225; KW-1015; KW-0242; KW-0372; KW-0479; KW-0582; KW-0597; KW-1267; KW-1185; KW-0964; KW-0732; KW-0862	GO:0005125; GO:0005131; GO:0005148; GO:0005179; GO:0005576; GO:0007259; GO:0008083; GO:0010828; GO:0019221; GO:0031667; GO:0031904; GO:0032355; GO:0040018; GO:0043410; GO:0043568; GO:0046427; GO:0048513; GO:0051897; GO:0060396; GO:0060397; GO:0070186; GO:0070195; GO:0070977; GO:0097696
P01374	TNFB_HUMAN	reviewed	LTA	LTA TNFB TNFSF1	Lymphotoxin-alpha (LT-alpha) (TNF-beta) (Tumor necrosis factor ligand superfamily member 1)	9606	KW-0002; KW-0202; KW-0903; KW-0325; KW-0472; KW-1267; KW-1185; KW-0964; KW-0732	GO:0001666; GO:0002947; GO:0005102; GO:0005125; GO:0005164; GO:0005576; GO:0005886; GO:0006915; GO:0006955; GO:0007165; GO:0007166; GO:0007250; GO:0007267; GO:0007584; GO:0009410; GO:0032479; GO:0032496; GO:0036145; GO:0043123; GO:0048147; GO:0060252; GO:0060544; GO:2001238
