Entry	Entry Name	Reviewed	Gene Names (primary)	Gene Names	Protein names	Organism (ID)	Keyword ID	Gene Ontology IDs
P22003	BMP5_HUMAN	reviewed	BMP5	BMP5	Bone morphogenetic protein 5 (BMP-5)	9606	KW-0025; KW-0891; KW-0165; KW-0202; KW-0217; KW-0221; KW-1015; KW-0325; KW-0339; KW-0892; KW-1267; KW-1185; KW-0964; KW-0732	GO:0001501; GO:0003272; GO:0003323; GO:0003344; GO:0005125; GO:0005576; GO:0007507; GO:0008083; GO:0008284; GO:0008285; GO:0010719; GO:0010894; GO:0021502; GO:0030509; GO:0030902; GO:0031982; GO:0032348; GO:0043569; GO:0045944; GO:0048738; GO:0050679; GO:0060037; GO:0060391; GO:0060411; GO:0060710; GO:0061384; GO:0070700; GO:0071676; GO:1900006; GO:1902042; GO:1905069; GO:2000065
P22004	BMP6_HUMAN	reviewed	BMP6	BMP6 VGR	Bone morphogenetic protein 6 (BMP-6) (VG-1-related protein) (VG-1-R) (VGR-1)	9606	KW-0002; KW-0891; KW-0165; KW-0202; KW-0217; KW-0221; KW-0225; KW-1015; KW-0325; KW-0339; KW-0892; KW-1267; KW-1185; KW-0964; KW-0732	GO:0000122; GO:0001501; GO:0001649; GO:0001654; GO:0001822; GO:0001938; GO:0003323; GO:0005576; GO:0006879; GO:0006954; GO:0006955; GO:0007507; GO:0008083; GO:0008284; GO:0010628; GO:0014823; GO:0030501; GO:0030509; GO:0031666; GO:0031982; GO:0032026; GO:0032332; GO:0032349; GO:0032526; GO:0032991; GO:0043117; GO:0045603; GO:0045669; GO:0045944; GO:0046982; GO:0050679; GO:0050714; GO:0051384; GO:0060348; GO:0060391; GO:0060586; GO:0070700; GO:0071260; GO:0071281; GO:0071773; GO:1902533; GO:1903392; GO:2000048; GO:2000860
P22301	IL10_HUMAN	reviewed	IL10	IL10	Interleukin-10 (IL-10) (Cytokine synthesis inhibitory factor) (CSIF)	9606	KW-0002; KW-0202; KW-0903; KW-1015; KW-0325; KW-1267; KW-1185; KW-0964; KW-0732	GO:0001818; GO:0001819; GO:0001938; GO:0002237; GO:0002639; GO:0002719; GO:0002904; GO:0005125; GO:0005141; GO:0005576; GO:0006955; GO:0007259; GO:0008083; GO:0008284; GO:0008285; GO:0009410; GO:0010468; GO:0010507; GO:0014823; GO:0014854; GO:0019221; GO:0030097; GO:0030183; GO:0030595; GO:0030889; GO:0032687; GO:0032692; GO:0032695; GO:0032701; GO:0032715; GO:0032717; GO:0032720; GO:0032868; GO:0034115; GO:0034116; GO:0034465; GO:0042092; GO:0042100; GO:0042130; GO:0042531; GO:0043032; GO:0043066; GO:0045019; GO:0045063; GO:0045191; GO:0045347; GO:0045787; GO:0045893; GO:0045930; GO:0045944; GO:0046427; GO:0046983; GO:0050728; GO:0050807; GO:0050864; GO:0051045; GO:0051384; GO:0060302; GO:0071222; GO:0071392; GO:0071650; GO:0072577; GO:0097421; GO:0140105; GO:1900100; GO:1902895; GO:1903034; GO:1903377; GO:1903672; GO:1904706; GO:1904707; GO:1905571
P22362	CCL1_HUMAN	reviewed	CCL1	CCL1 SCYA1	C-C motif chemokine 1 (Small-inducible cytokine A1) (T lymphocyte-secreted protein I-309)	9606	KW-0002; KW-0145; KW-0202; KW-0903; KW-1015; KW-0325; KW-1267; KW-1185; KW-0964; KW-0732	GO:0005576; GO:0006874; GO:0006935; GO:0006954; GO:0007165; GO:0007204; GO:0008009; GO:0016032; GO:0030335; GO:0032740; GO:0048020; GO:0048245; GO:0050729; GO:0061844; GO:0070098; GO:0090026
P23510	TNFL4_HUMAN	reviewed	TNFSF4	TNFSF4 TXGP1	Tumor necrosis factor ligand superfamily member 4 (Glycoprotein Gp34) (OX40 ligand) (OX40L) (TAX transcriptionally-activated glycoprotein 1) (CD antigen CD252)	9606	KW-0002; KW-0025; KW-0202; KW-1015; KW-0325; KW-0472; KW-1267; KW-1185; KW-0735; KW-0772; KW-0812; KW-1133	GO:0000122; GO:0001819; GO:0002215; GO:0002526; GO:0002639; GO:0002726; GO:0002819; GO:0002830; GO:0002891; GO:0005102; GO:0005125; GO:0005164; GO:0005576; GO:0005886; GO:0006954; GO:0006955; GO:0007165; GO:0008284; GO:0009615; GO:0009986; GO:0032689; GO:0032700; GO:0032722; GO:0032729; GO:0032733; GO:0032735; GO:0032736; GO:0032753; GO:0032755; GO:0032813; GO:0035709; GO:0035712; GO:0035713; GO:0042102; GO:0043372; GO:0043382; GO:0045590; GO:0045626; GO:0045630; GO:0046641; GO:0050727; GO:0050729; GO:0050871; GO:0071222; GO:0071380; GO:1900281; GO:2000572
P24001	IL32_HUMAN	reviewed	IL32	IL32 NK4 TAIF	Interleukin-32 (IL-32) (Natural killer cells protein 4) (Tumor necrosis factor alpha-inducing factor)	9606	KW-0025; KW-0202; KW-1267; KW-1185; KW-0964; KW-0732	GO:0005576; GO:0005829; GO:0006952; GO:0006955; GO:0007155; GO:0010628; GO:0016020; GO:0034346; GO:1903901
P26441	CNTF_HUMAN	reviewed	CNTF	CNTF	Ciliary neurotrophic factor (CNTF)	9606	KW-0002; KW-0963; KW-0217; KW-0221; KW-0339; KW-0524; KW-1267; KW-1185; KW-0964	GO:0005125; GO:0005127; GO:0005138; GO:0005576; GO:0005737; GO:0007165; GO:0007259; GO:0008083; GO:0010628; GO:0030424; GO:0032991; GO:0042531; GO:0043025; GO:0043524; GO:0044877; GO:0048143; GO:0048680; GO:0070120; GO:0070446; GO:0097386; GO:0097696
P26992	CNTFR_HUMAN	reviewed	CNTFR	CNTFR	Ciliary neurotrophic factor receptor subunit alpha (CNTF receptor subunit alpha) (CNTFR-alpha)	9606	KW-0002; KW-1003; KW-1015; KW-0325; KW-0336; KW-0393; KW-0449; KW-0472; KW-1267; KW-0675; KW-1185; KW-0677; KW-0964; KW-0732	GO:0004896; GO:0004897; GO:0004921; GO:0005102; GO:0005125; GO:0005576; GO:0005886; GO:0007165; GO:0007399; GO:0008284; GO:0009897; GO:0016324; GO:0019221; GO:0019898; GO:0019955; GO:0019970; GO:0032991; GO:0043524; GO:0070110; GO:0070120; GO:0070446; GO:0097059; GO:0140597; GO:7770013
P27539	GDF1_HUMAN	reviewed	GDF1	GDF1	Embryonic growth/differentiation factor 1 (GDF-1)	9606	KW-0165; KW-0202; KW-0225; KW-1015; KW-0325; KW-0339; KW-1267; KW-1185; KW-0964; KW-0732	GO:0005125; GO:0005576; GO:0008083; GO:0030509; GO:0090092
P28799	GRN_HUMAN	reviewed	GRN	GRN	Progranulin (PGRN) (Acrogranin) (Epithelin precursor) (Glycoprotein of 88 Kda) (GP88) (Glycoprotein 88) (Granulin precursor) (PC cell-derived growth factor) (PCDGF) (Proepithelin) (PEPI) [Cleaved into: Paragranulin; Granulin-1 (Granulin G); Granulin-2 (Granulin F); Granulin-3 (Epithelin-2) (Granulin B); Granulin-4 (Epithelin-1) (Granulin A); Granulin-5 (Granulin C); Granulin-6 (Granulin D); Granulin-7 (Granulin E)]	9606	KW-0002; KW-0025; KW-0202; KW-0903; KW-1015; KW-0325; KW-0458; KW-0523; KW-0525; KW-1267; KW-1185; KW-0677; KW-0964; KW-0732	GO:0002265; GO:0002282; GO:0003723; GO:0005576; GO:0005764; GO:0005765; GO:0005768; GO:0005770; GO:0005783; GO:0005794; GO:0005802; GO:0005886; GO:0007040; GO:0007041; GO:0007042; GO:0007165; GO:0008083; GO:0010595; GO:0016020; GO:0030335; GO:0035578; GO:0043524; GO:0043525; GO:0045766; GO:0048680; GO:0050679; GO:0050727; GO:0050821; GO:0051087; GO:0060266; GO:0070062; GO:0099558; GO:0106016; GO:0150053; GO:1900426; GO:1902564; GO:1903334; GO:1903979; GO:1905247; GO:1905673
P29459	IL12A_HUMAN	reviewed	IL12A	IL12A NKSF1	Interleukin-12 subunit alpha (IL-12A) (Cytotoxic lymphocyte maturation factor 35 kDa subunit) (CLMF p35) (IL-12 subunit p35) (NK cell stimulatory factor chain 1) (NKSF1)	9606	KW-0002; KW-0202; KW-0903; KW-1015; KW-0325; KW-0339; KW-0945; KW-1267; KW-1185; KW-0964; KW-0732	GO:0001916; GO:0002826; GO:0002860; GO:0005125; GO:0005143; GO:0005576; GO:0005788; GO:0006955; GO:0008083; GO:0009615; GO:0009986; GO:0010224; GO:0016477; GO:0030888; GO:0031906; GO:0032496; GO:0032700; GO:0032729; GO:0032816; GO:0032946; GO:0034393; GO:0035722; GO:0042163; GO:0042531; GO:0043235; GO:0043514; GO:0045513; GO:0045785; GO:0045954; GO:0046982; GO:0048662; GO:0050671; GO:0050709; GO:0050830; GO:0051135; GO:0070745; GO:0070757; GO:0097191; GO:0098586; GO:1900747; GO:1903588; GO:2000510
P29460	IL12B_HUMAN	reviewed	IL12B	IL12B NKSF2	Interleukin-12 subunit beta (IL-12B) (Cytotoxic lymphocyte maturation factor 40 kDa subunit) (CLMF p40) (IL-12 subunit p40) (NK cell stimulatory factor chain 2) (NKSF2)	9606	KW-0002; KW-0202; KW-0903; KW-1015; KW-0325; KW-0393; KW-1267; KW-1185; KW-0964; KW-0732	GO:0001817; GO:0001916; GO:0002230; GO:0002323; GO:0002827; GO:0002860; GO:0004896; GO:0005125; GO:0005143; GO:0005576; GO:0005788; GO:0005829; GO:0007259; GO:0009986; GO:0010224; GO:0016020; GO:0016477; GO:0030101; GO:0031906; GO:0032693; GO:0032700; GO:0032725; GO:0032729; GO:0032733; GO:0032735; GO:0032740; GO:0032760; GO:0032816; GO:0032819; GO:0032946; GO:0034105; GO:0034393; GO:0035722; GO:0038155; GO:0042088; GO:0042093; GO:0042102; GO:0042104; GO:0042164; GO:0042802; GO:0043382; GO:0043514; GO:0044877; GO:0045672; GO:0045785; GO:0046982; GO:0048599; GO:0048662; GO:0050671; GO:0050709; GO:0050729; GO:0050829; GO:0051135; GO:0051142; GO:0070743; GO:1900747; GO:1901224; GO:1903588; GO:2000318; GO:2000330
P29965	CD40L_HUMAN	reviewed	CD40LG	CD40LG CD40L TNFSF5 TRAP	CD40 ligand (CD40-L) (T-cell antigen Gp39) (TNF-related activation protein) (TRAP) (Tumor necrosis factor ligand superfamily member 5) (CD antigen CD154) [Cleaved into: CD40 ligand, membrane form; CD40 ligand, soluble form (sCD40L)]	9606	KW-0002; KW-1003; KW-0202; KW-0903; KW-0225; KW-1015; KW-0325; KW-0472; KW-1267; KW-1185; KW-0964; KW-0735; KW-0812; KW-1133	GO:0005125; GO:0005164; GO:0005174; GO:0005178; GO:0005576; GO:0005886; GO:0006954; GO:0007159; GO:0007166; GO:0007229; GO:0009897; GO:0009986; GO:0016020; GO:0023035; GO:0030168; GO:0031295; GO:0032733; GO:0032735; GO:0032753; GO:0042100; GO:0042102; GO:0043066; GO:0043123; GO:0043539; GO:0045190; GO:2000353; GO:2001238
P32881	IFNA8_HUMAN	reviewed	IFNA8	IFNA8	Interferon alpha-8 (IFN-alpha-8) (Interferon alpha-B) (LeIF B) (Interferon alpha-B2)	9606	KW-0002; KW-0051; KW-0202; KW-0903; KW-1015; KW-1267; KW-1185; KW-0964; KW-0732	GO:0002250; GO:0002286; GO:0002312; GO:0002323; GO:0005125; GO:0005126; GO:0005132; GO:0005576; GO:0006959; GO:0043330; GO:0060337; GO:0098586
P32971	TNFL8_HUMAN	reviewed	TNFSF8	TNFSF8 CD30L CD30LG	Tumor necrosis factor ligand superfamily member 8 (CD30 ligand) (CD30-L) (CD antigen CD153)	9606	KW-0202; KW-1015; KW-0325; KW-0472; KW-1267; KW-1185; KW-0735; KW-0812; KW-1133	GO:0005102; GO:0005164; GO:0005886; GO:0006955; GO:0007267; GO:0042129; GO:0043374
P35225	IL13_HUMAN	reviewed	IL13	IL13 NC30	Interleukin-13 (IL-13)	9606	KW-0002; KW-0202; KW-1015; KW-0325; KW-1267; KW-1185; KW-0964; KW-0732	GO:0001774; GO:0002639; GO:0005125; GO:0005144; GO:0005576; GO:0005737; GO:0005886; GO:0005898; GO:0006915; GO:0006954; GO:0006955; GO:0007259; GO:0009897; GO:0010155; GO:0010628; GO:0030890; GO:0032496; GO:0032733; GO:0032905; GO:0032908; GO:0035094; GO:0035772; GO:0042116; GO:0042531; GO:0043032; GO:0043235; GO:0045471; GO:0045944; GO:0048661; GO:0050714; GO:0050728; GO:0050729; GO:0051281; GO:0070371; GO:0070374; GO:0071260; GO:0071635; GO:0120162; GO:1901247; GO:1901251; GO:1903660; GO:2000231; GO:2000352
P40189	IL6RB_HUMAN	reviewed	IL6ST	IL6ST	Interleukin-6 receptor subunit beta (IL-6 receptor subunit beta) (IL-6R subunit beta) (IL-6R-beta) (IL-6RB) (CDw130) (Interleukin-6 signal transducer) (Membrane glycoprotein 130) (gp130) (Oncostatin-M receptor subunit alpha) (CD antigen CD130)	9606	KW-0002; KW-0025; KW-1003; KW-0903; KW-0225; KW-1015; KW-0325; KW-0945; KW-0393; KW-0472; KW-0597; KW-1267; KW-0675; KW-1185; KW-0677; KW-0964; KW-0732; KW-0812; KW-1133	GO:0001960; GO:0002675; GO:0002821; GO:0002826; GO:0004896; GO:0004897; GO:0004921; GO:0004924; GO:0005125; GO:0005127; GO:0005576; GO:0005886; GO:0005896; GO:0005900; GO:0006954; GO:0007259; GO:0008283; GO:0008284; GO:0009897; GO:0010575; GO:0010613; GO:0015026; GO:0016020; GO:0019221; GO:0019838; GO:0019955; GO:0019970; GO:0030183; GO:0030219; GO:0030296; GO:0030425; GO:0032733; GO:0034097; GO:0035425; GO:0038001; GO:0038154; GO:0038165; GO:0042102; GO:0042802; GO:0043025; GO:0043066; GO:0043235; GO:0043410; GO:0043524; GO:0045121; GO:0045509; GO:0045669; GO:0045747; GO:0048861; GO:0050796; GO:0060302; GO:0060576; GO:0070062; GO:0070102; GO:0070104; GO:0070106; GO:0070110; GO:0070120; GO:0070345; GO:0072540; GO:0097110; GO:0097696; GO:0140370; GO:1901731; GO:7770013
P40225	TPO_HUMAN	reviewed	THPO	THPO MGDF	Thrombopoietin (C-mpl ligand) (ML) (Megakaryocyte colony-stimulating factor) (Megakaryocyte growth and development factor) (MGDF) (Myeloproliferative leukemia virus oncogene ligand)	9606	KW-0002; KW-0025; KW-0202; KW-0225; KW-1015; KW-0325; KW-0372; KW-1267; KW-1185; KW-0964; KW-0732	GO:0001934; GO:0005102; GO:0005125; GO:0005179; GO:0005576; GO:0008083; GO:0008283; GO:0008284; GO:0030219; GO:0035855; GO:0038163; GO:0043235; GO:0043410; GO:0045654; GO:0051897; GO:0070374; GO:0097696; GO:1902035; GO:1903706
P40933	IL15_HUMAN	reviewed	IL15	IL15	Interleukin-15 (IL-15)	9606	KW-0002; KW-0025; KW-0202; KW-0963; KW-1015; KW-0325; KW-0539; KW-1185; KW-0964; KW-0732	GO:0001819; GO:0005125; GO:0005126; GO:0005576; GO:0005654; GO:0005737; GO:0005768; GO:0005794; GO:0006955; GO:0007165; GO:0007259; GO:0007260; GO:0007267; GO:0008284; GO:0016607; GO:0030225; GO:0032740; GO:0034105; GO:0035723; GO:0042102; GO:0042119; GO:0043066; GO:0043410; GO:0050729; GO:0050731; GO:0050766; GO:0050778; GO:0120163; GO:1905543
P41221	WNT5A_HUMAN	reviewed	WNT5A	WNT5A	Protein Wnt-5a	9606	KW-0025; KW-0891; KW-0217; KW-0221; KW-0225; KW-1015; KW-0242; KW-0272; KW-0325; KW-0449; KW-1267; KW-1185; KW-0964; KW-0732; KW-0879	GO:0001837; GO:0001938; GO:0002088; GO:0002720; GO:0003138; GO:0003139; GO:0003281; GO:0003283; GO:0003408; GO:0005109; GO:0005115; GO:0005125; GO:0005543; GO:0005576; GO:0005788; GO:0005796; GO:0005886; GO:0006954; GO:0007200; GO:0007223; GO:0007411; GO:0008104; GO:0008584; GO:0008595; GO:0009986; GO:0010595; GO:0010628; GO:0010742; GO:0010820; GO:0010976; GO:0016055; GO:0019904; GO:0021891; GO:0030182; GO:0030216; GO:0030666; GO:0030669; GO:0031012; GO:0032722; GO:0032729; GO:0032731; GO:0032755; GO:0032757; GO:0032760; GO:0035022; GO:0035567; GO:0036517; GO:0036518; GO:0042060; GO:0043032; GO:0043066; GO:0043122; GO:0043410; GO:0045165; GO:0045599; GO:0045732; GO:0045766; GO:0045778; GO:0045892; GO:0045893; GO:0045944; GO:0046330; GO:0048018; GO:0048022; GO:0048146; GO:0048706; GO:0048806; GO:0050727; GO:0050729; GO:0050807; GO:0051885; GO:0051897; GO:0051964; GO:0060070; GO:0060071; GO:0060324; GO:0060340; GO:0060760; GO:0060907; GO:0062009; GO:0070062; GO:0071222; GO:0071277; GO:0071300; GO:0071346; GO:0071425; GO:0071560; GO:0072201; GO:0090090; GO:0097325; GO:0098685; GO:0098794; GO:0098978; GO:0099054; GO:0099068; GO:0099170; GO:0099175; GO:0099566; GO:0150012; GO:1900020; GO:1902379; GO:1902474; GO:1904861; GO:1904862; GO:1904934; GO:1904948; GO:2000052; GO:2001235
P41273	TNFL9_HUMAN	reviewed	TNFSF9	TNFSF9	Tumor necrosis factor ligand superfamily member 9 (4-1BB ligand) (4-1BBL)	9606	KW-0002; KW-0202; KW-0472; KW-1267; KW-1185; KW-0735; KW-0812; KW-1133	GO:0005102; GO:0005164; GO:0005886; GO:0006955; GO:0007267; GO:0032813; GO:0042104; GO:0042129; GO:0042981; GO:0045585
P42702	LIFR_HUMAN	reviewed	LIFR	LIFR	Leukemia inhibitory factor receptor (LIF receptor) (LIF-R) (CD antigen CD118)	9606	KW-0002; KW-0025; KW-1003; KW-0160; KW-0225; KW-1015; KW-0325; KW-0472; KW-0597; KW-1267; KW-0675; KW-1185; KW-0677; KW-0964; KW-0732; KW-0812; KW-1133	GO:0004896; GO:0004923; GO:0004924; GO:0005125; GO:0005127; GO:0005886; GO:0007166; GO:0008283; GO:0008284; GO:0009897; GO:0015026; GO:0019221; GO:0019838; GO:0019955; GO:0034097; GO:0038165; GO:0043235; GO:0048861; GO:0070062; GO:0070110; GO:0070120; GO:0140370
P42830	CXCL5_HUMAN	reviewed	CXCL5	CXCL5 ENA78 SCYB5	C-X-C motif chemokine 5 (ENA-78(1-78)) (Epithelial-derived neutrophil-activating protein 78) (Neutrophil-activating peptide ENA-78) (Small-inducible cytokine B5) [Cleaved into: ENA-78(8-78); ENA-78(9-78)]	9606	KW-0002; KW-0202; KW-0903; KW-1015; KW-1267; KW-1185; KW-0964; KW-0732	GO:0005576; GO:0006935; GO:0006954; GO:0007165; GO:0007267; GO:0008009; GO:0008284; GO:0030593; GO:0042802; GO:0045236; GO:0061844; GO:0071222
P43026	GDF5_HUMAN	reviewed	GDF5	GDF5 BMP14 CDMP1	Growth/differentiation factor 5 (GDF-5) (Bone morphogenetic protein 14) (BMP-14) (Cartilage-derived morphogenetic protein 1) (CDMP-1) (Lipopolysaccharide-associated protein 4) (LAP-4) (LPS-associated protein 4) (Radotermin)	9606	KW-0002; KW-1003; KW-0891; KW-0165; KW-0202; KW-0225; KW-1015; KW-0242; KW-0325; KW-0339; KW-0472; KW-1267; KW-1185; KW-0964; KW-0732	GO:0005102; GO:0005125; GO:0005576; GO:0005886; GO:0007179; GO:0007267; GO:0008083; GO:0009612; GO:0030509; GO:0030513; GO:0032331; GO:0032332; GO:0036122; GO:0042802; GO:0043524; GO:0043932; GO:0045666; GO:0050680; GO:0060391; GO:0060591
P43490	NAMPT_HUMAN	reviewed	NAMPT	NAMPT PBEF PBEF1	Nicotinamide phosphoribosyltransferase (NAmPRTase) (Nampt) (EC 2.4.2.12) (Pre-B-cell colony-enhancing factor 1) (Pre-B cell-enhancing factor) (Visfatin)	9606	KW-0002; KW-0007; KW-0090; KW-0202; KW-0963; KW-0328; KW-0539; KW-0597; KW-1267; KW-0662; KW-1185; KW-0964; KW-0808	GO:0005125; GO:0005576; GO:0005634; GO:0005737; GO:0005759; GO:0005829; GO:0006741; GO:0006954; GO:0007165; GO:0007267; GO:0008284; GO:0009435; GO:0010628; GO:0032922; GO:0034355; GO:0042802; GO:0043123; GO:0045944; GO:0047280; GO:0070062; GO:0070374; GO:1901847
P47992	XCL1_HUMAN	reviewed	XCL1	XCL1 LTN SCYC1	Lymphotactin (ATAC) (C motif chemokine 1) (Cytokine SCM-1) (Lymphotaxin) (SCM-1-alpha) (Small-inducible cytokine C1) (XC chemokine ligand 1)	9606	KW-0002; KW-0145; KW-0202; KW-1015; KW-1185; KW-0964; KW-0732	GO:0001916; GO:0002690; GO:0002725; GO:0002726; GO:0002826; GO:0005576; GO:0006954; GO:0007165; GO:0007267; GO:0008009; GO:0009615; GO:0010820; GO:0030335; GO:0030593; GO:0032689; GO:0032703; GO:0032733; GO:0035782; GO:0042379; GO:0042803; GO:0045892; GO:0045944; GO:0048020; GO:0050727; GO:0051209; GO:0051281; GO:0060326; GO:0061844; GO:0070098; GO:0071353; GO:0071560; GO:0071636; GO:0071663; GO:0090023; GO:2000412; GO:2000503; GO:2000513; GO:2000518; GO:2000538; GO:2000553; GO:2000556; GO:2000558; GO:2000562; GO:2000563; GO:2000566
P48023	TNFL6_HUMAN	reviewed	FASLG	FASLG APT1LG1 CD95L FASL TNFSF6	Tumor necrosis factor ligand superfamily member 6 (Apoptosis antigen ligand) (APTL) (CD95 ligand) (CD95-L) (Fas antigen ligand) (Fas ligand) (FasL) (CD antigen CD178) [Cleaved into: Tumor necrosis factor ligand superfamily member 6, membrane form; Tumor necrosis factor ligand superfamily member 6, soluble form (Receptor-binding FasL ectodomain) (Soluble Fas ligand) (sFasL); ADAM10-processed FasL form (APL); FasL intracellular domain (FasL ICD) (SPPL2A-processed FasL form) (SPA)]	9606	KW-0002; KW-0025; KW-0053; KW-1003; KW-0202; KW-0968; KW-1015; KW-0325; KW-0458; KW-0472; KW-0539; KW-1267; KW-1185; KW-0678; KW-0964; KW-0735; KW-0804; KW-0805; KW-0812; KW-1133; KW-0832	GO:0000122; GO:0005102; GO:0005123; GO:0005125; GO:0005164; GO:0005576; GO:0005634; GO:0005886; GO:0005901; GO:0006915; GO:0006925; GO:0007165; GO:0007267; GO:0008284; GO:0008625; GO:0009897; GO:0016525; GO:0030644; GO:0032496; GO:0043065; GO:0043123; GO:0043202; GO:0043525; GO:0045742; GO:0048388; GO:0048471; GO:0060205; GO:0070062; GO:0070231; GO:0070266; GO:0070848; GO:0071346; GO:0097190; GO:0097191; GO:0097527; GO:1903514; GO:1905782; GO:2000353; GO:2001238
P48061	SDF1_HUMAN	reviewed	CXCL12	CXCL12 SDF1 SDF1A SDF1B	Stromal cell-derived factor 1 (SDF-1) (hSDF-1) (C-X-C motif chemokine 12) (Intercrine reduced in hepatomas) (IRH) (hIRH) (Pre-B cell growth-stimulating factor) (PBSF) [Cleaved into: SDF-1-beta(3-72); SDF-1-alpha(3-67)]	9606	KW-0002; KW-0025; KW-0145; KW-0202; KW-1015; KW-0339; KW-0945; KW-1267; KW-1185; KW-0964; KW-0732	GO:0001666; GO:0001764; GO:0001938; GO:0005102; GO:0005178; GO:0005576; GO:0006874; GO:0006935; GO:0006952; GO:0006955; GO:0007155; GO:0007165; GO:0007186; GO:0007411; GO:0008009; GO:0008015; GO:0008064; GO:0008344; GO:0009615; GO:0009897; GO:0016020; GO:0022029; GO:0030335; GO:0031012; GO:0031100; GO:0033603; GO:0033622; GO:0038146; GO:0038160; GO:0042379; GO:0043434; GO:0045236; GO:0045666; GO:0045785; GO:0048842; GO:0050930; GO:0050965; GO:0050966; GO:0060326; GO:0070062; GO:0070098; GO:0090026; GO:0090280; GO:1902230; GO:1903237; GO:1904018; GO:1990478; GO:1990869; GO:2000406; GO:2000669
P49771	FLT3L_HUMAN	reviewed	FLT3LG	FLT3LG	Fms-related tyrosine kinase 3 ligand (Flt3 ligand) (Flt3L) (SL cytokine)	9606	KW-0002; KW-0025; KW-1003; KW-0202; KW-1015; KW-0325; KW-0472; KW-1267; KW-1185; KW-0964; KW-0732; KW-0812; KW-1133	GO:0005102; GO:0005125; GO:0005576; GO:0005829; GO:0005886; GO:0007165; GO:0008284; GO:0009986; GO:0016020; GO:0030183; GO:0030971; GO:0032819; GO:0035162; GO:0097028
P50591	TNF10_HUMAN	reviewed	TNFSF10	TNFSF10 APO2L TRAIL	Tumor necrosis factor ligand superfamily member 10 (Apo-2 ligand) (Apo-2L) (TNF-related apoptosis-inducing ligand) (Protein TRAIL) (CD antigen CD253)	9606	KW-0002; KW-0025; KW-0053; KW-1003; KW-0202; KW-0472; KW-0479; KW-0597; KW-1267; KW-1185; KW-0964; KW-0735; KW-0812; KW-1133; KW-0862	GO:0005102; GO:0005125; GO:0005164; GO:0005576; GO:0005886; GO:0006915; GO:0006955; GO:0007165; GO:0007166; GO:0007267; GO:0008270; GO:0036462; GO:0042802; GO:0043065; GO:0043123; GO:0045569; GO:0070062; GO:0090200; GO:2001238
P51671	CCL11_HUMAN	reviewed	CCL11	CCL11 SCYA11	Eotaxin (C-C motif chemokine 11) (Eosinophil chemotactic protein) (Small-inducible cytokine A11)	9606	KW-0002; KW-0145; KW-0202; KW-0903; KW-1015; KW-0325; KW-0395; KW-1185; KW-0964; KW-0732	GO:0001938; GO:0002544; GO:0002551; GO:0005576; GO:0006468; GO:0006874; GO:0006935; GO:0006954; GO:0007010; GO:0007015; GO:0007155; GO:0007165; GO:0007611; GO:0008009; GO:0008360; GO:0009314; GO:0009615; GO:0030335; GO:0030838; GO:0031728; GO:0035962; GO:0045766; GO:0046983; GO:0048018; GO:0048020; GO:0048245; GO:0050768; GO:0060326; GO:0061844; GO:0070098; GO:0070371; GO:0070670
P55000	SLUR1_HUMAN	reviewed	SLURP1	SLURP1 ARS	Secreted Ly-6/uPAR-related protein 1 (SLURP-1) (ARS component B) (ARS(component B)-81/S) (Anti-neoplastic urinary protein) (ANUP)	9606	KW-0002; KW-0202; KW-0903; KW-0225; KW-1015; KW-1007; KW-1267; KW-1185; KW-0964; KW-0732	GO:0001775; GO:0005125; GO:0005576; GO:0007155; GO:0008285; GO:0030336; GO:0030549; GO:0038195; GO:0070062
P55107	GDF10_HUMAN	reviewed	GDF10	GDF10 BMP3B	Growth/differentiation factor 10 (GDF-10) (Bone morphogenetic protein 3B) (BMP-3B) (Bone-inducing protein) (BIP)	9606	KW-0165; KW-0202; KW-1015; KW-0325; KW-0339; KW-0892; KW-1267; KW-1185; KW-0964; KW-0732	GO:0001501; GO:0001649; GO:0005125; GO:0005576; GO:0007178; GO:0007179; GO:0008083; GO:0030279; GO:0031012; GO:0045444; GO:0045669
P55773	CCL23_HUMAN	reviewed	CCL23	CCL23 MIP3 MPIF1 SCYA23	C-C motif chemokine 23 (CK-beta-8) (CKB-8) (Macrophage inflammatory protein 3) (MIP-3) (Myeloid progenitor inhibitory factor 1) (MPIF-1) (Small-inducible cytokine A23) [Cleaved into: CCL23(19-99); CCL23(22-99); CCL23(27-99); CCL23(30-99)]	9606	KW-0002; KW-0025; KW-0145; KW-0202; KW-0903; KW-1015; KW-0358; KW-0395; KW-1267; KW-1185; KW-0964; KW-0732	GO:0002548; GO:0005576; GO:0006874; GO:0006935; GO:0006954; GO:0006955; GO:0007165; GO:0007186; GO:0007267; GO:0008009; GO:0008285; GO:0030335; GO:0031726; GO:0048020; GO:0060326; GO:0061844; GO:0070098
